#
#            Case D.S1       Station=  6
#            X=  12.7 mm      Tunnel Run#= 782   Ue/Uref=   0.908      Date= 617.88  Time= 7.50
#            Bias Corrected data using 1/sqrt(U*U + V*V + W*W + (.01Ur)^2)
#
#                                |<---- normalized by 0.001 Ur^2 ----->|  |<-------------- normalized by 0.0001 Ur^3 -------------->|
#LR  Y(mm)  U/Ur   V/Ur   W/Ur    uu     vv     ww     uv     vw     uw     uuu   uvv   uww   vuu   vvv   vww   wuu   wvv   www   uvw
11  2.29  0.624  0.001  0.189   9.94   3.98  12.18  -1.91   2.26  -3.78  -0.72 -0.44 -1.12  0.82  0.52  1.42  1.26  0.75  2.41 -0.58
12  2.54  0.632  0.002  0.183  10.18   4.12  12.05  -1.98   2.44  -3.72  -0.53 -0.61 -1.09  1.10  0.93  1.76  1.17  1.07  2.85 -0.78
13  2.79  0.637  0.000  0.174   9.93   4.23  11.54  -2.04   2.30  -3.65  -1.41 -0.78 -1.55  1.16  0.79  1.73  1.69  0.90  2.64 -0.79
14  3.30  0.651  0.002  0.163   9.54   4.20  11.33  -2.15   2.26  -3.68  -1.36 -0.65 -1.16  1.10  1.15  1.60  1.43  0.88  2.56 -0.75
15  3.81  0.656  0.003  0.158   9.20   4.32  11.04  -2.12   2.41  -3.60  -1.07 -0.68 -1.25  1.16  0.99  1.82  1.62  1.06  2.31 -0.93
16  4.32  0.665  0.004  0.153   9.18   4.57  10.74  -2.21   2.51  -3.56  -1.60 -0.75 -1.25  1.29  1.23  1.68  1.71  1.15  2.45 -0.97
17  4.83  0.675  0.004  0.145   8.98   4.64  10.29  -2.12   2.35  -3.22  -1.66 -0.71 -0.60  1.11  1.26  1.67  1.00  1.07  2.27 -0.66
18  5.59  0.683  0.003  0.140   8.49   4.64   9.64  -2.19   2.38  -2.88  -1.58 -0.65 -0.74  1.10  1.10  1.56  1.13  1.11  2.22 -0.66
19  6.35  0.692  0.006  0.138   8.24   4.87   9.81  -2.19   2.48  -2.93  -1.23 -0.77 -0.64  0.82  1.09  1.53  0.74  1.11  2.40 -0.61
20  7.11  0.699  0.006  0.131   8.01   4.62   9.06  -2.01   2.33  -2.50  -1.52 -0.70 -0.31  0.85  1.06  1.25  0.78  0.97  1.77 -0.50
21  8.38  0.709  0.009  0.125   8.00   4.88   8.68  -2.20   2.34  -2.40  -1.10 -0.57 -0.13  0.61  1.42  1.05  0.47  0.95  0.54 -0.42
22 10.16  0.727  0.012  0.116   7.68   4.70   8.36  -2.19   2.24  -2.29  -1.30 -0.63 -0.28  0.69  1.29  1.00  0.74  0.86  1.05 -0.45
23 12.70  0.752  0.014  0.103   7.12   4.25   7.64  -2.00   2.11  -2.05  -1.38 -0.64 -0.32  0.75  1.19  0.93  0.46  0.83  0.74 -0.40
24 15.24  0.773  0.020  0.086   6.70   3.93   6.95  -1.92   1.80  -1.67  -1.47 -0.70 -0.36  0.61  1.20  0.98  0.46  0.86  0.86 -0.38
25 17.78  0.796  0.024  0.073   5.92   3.41   6.31  -1.70   1.57  -1.64  -1.78 -0.78 -0.31  0.85  1.11  0.87  0.54  0.84  1.40 -0.43
26 20.32  0.822  0.027  0.058   5.12   2.86   5.29  -1.35   1.29  -1.54  -2.03 -0.84 -0.63  0.86  1.06  0.92  0.69  0.84  1.61 -0.41
27 22.86  0.842  0.033  0.044   4.42   2.45   4.44  -1.21   1.06  -1.36  -2.24 -0.76 -0.62  0.94  1.00  0.85  0.65  0.76  1.61 -0.41
28 25.40  0.865  0.036  0.028   3.40   1.92   3.30  -0.89   0.76  -0.99  -2.19 -0.70 -0.70  0.85  0.86  0.71  0.77  0.65  1.62 -0.37
29 27.94  0.881  0.040  0.019   2.32   1.51   2.52  -0.62   0.58  -0.80  -1.51 -0.51 -0.56  0.59  0.63  0.61  0.70  0.51  1.24 -0.33
30 30.48  0.893  0.042  0.009   1.46   1.06   1.49  -0.38   0.33  -0.46  -1.05 -0.33 -0.39  0.42  0.44  0.40  0.47  0.28  0.74 -0.19
31 33.02  0.900  0.045  0.004   0.79   0.73   0.99  -0.23   0.18  -0.20  -0.43 -0.22 -0.06  0.23  0.34  0.21  0.18  0.17  0.36 -0.11
32 35.56  0.905  0.047  0.000   0.43   0.52   0.58  -0.09   0.11  -0.12  -0.14 -0.11  0.04  0.11  0.31  0.13  0.06  0.11  0.03 -0.06
33 38.10  0.908  0.048 -0.001   0.24   0.30   0.37  -0.04   0.02  -0.05  -0.03 -0.03  0.08  0.05  0.08  0.04 -0.01  0.02 -0.04 -0.02
34 40.64  0.909  0.050 -0.001   0.16   0.20   0.31  -0.01   0.02  -0.05   0.03  0.00  0.13  0.01  0.04  0.02 -0.03  0.01 -0.13  0.00
35 45.72  0.911  0.054 -0.002   0.10   0.13   0.25  -0.01   0.00  -0.03   0.03  0.00  0.10  0.00  0.00  0.00 -0.03  0.00 -0.09  0.00
36 50.80  0.914  0.060 -0.004   0.10   0.12   0.26  -0.01   0.00  -0.02   0.03  0.00  0.11  0.00  0.00  0.00 -0.02  0.00 -0.08  0.00
37 55.88  0.917  0.066 -0.003   0.08   0.68   0.21   0.00   0.00  -0.02   0.02 -0.01  0.07  0.00  1.58  0.00 -0.02 -0.02 -0.06  0.00
38 60.96  0.916  0.072 -0.004   0.08   0.52   0.23   0.00   0.00   0.00   0.02  0.00  0.07  0.00  0.18  0.00 -0.01  0.00 -0.02  0.00
39 66.04  0.918  0.000 -0.004   0.06   0.00   0.19   0.00   0.00  -0.01   0.00  0.00  0.01  0.00  0.00  0.00  0.00  0.00 -0.01  0.00
