#
#            Case B.S1       Station=  7
#            X= 152.4 mm      Tunnel Run#= 607   Ue/Uref=   0.489      Date= 323.88  Time=13.13
#            Bias Corrected data using 1/sqrt(U*U + V*V + W*W + (.01Ur)^2)
#
#                                |<---- normalized by 0.001 Ur^2 ----->|  |<-------------- normalized by 0.0001 Ur^3 -------------->|
#LR  Y(mm)  U/Ur   V/Ur   W/Ur    uu     vv     ww     uv     vw     uw     uuu   uvv   uww   vuu   vvv   vww   wuu   wvv   www   uvw
14  2.79  0.378  0.003  0.079   7.22   2.15   5.25  -1.11  -0.15   0.19   1.24  0.19  1.05 -0.10 -0.09  0.15  0.07 -0.01  0.29  0.02
15  3.30  0.393  0.003  0.082   7.57   2.29   5.60  -1.15  -0.09   0.19   1.55  0.13  1.11 -0.17 -0.12  0.14  0.27  0.01 -0.11  0.09
16  3.81  0.400  0.004  0.084   7.64   2.49   5.53  -1.26  -0.08   0.09   1.44  0.18  1.09 -0.07 -0.08  0.06  0.18 -0.06 -0.11 -0.02
17  4.32  0.410  0.003  0.085   7.73   2.51   5.58  -1.31  -0.02   0.30   1.03  0.15  1.06 -0.01 -0.20  0.10  0.25 -0.01 -0.06  0.04
18  4.83  0.425  0.002  0.089   7.88   2.74   5.64  -1.37   0.01   0.31   0.87  0.14  0.94 -0.05 -0.17  0.21  0.35 -0.05  0.07  0.10
19  5.59  0.432  0.003  0.089   8.10   2.81   5.70  -1.38   0.13   0.31   0.85  0.11  0.94  0.07 -0.06  0.06  0.42 -0.07 -0.20  0.07
20  6.35  0.454  0.002  0.094   8.23   2.88   5.73  -1.55   0.15   0.15   0.36  0.09  0.76  0.01 -0.08  0.18  0.39  0.00 -0.05  0.03
21  7.11  0.463  0.003  0.095   8.08   3.00   5.63  -1.50   0.25   0.24   0.72  0.02  0.64 -0.07  0.06  0.20  0.05  0.02 -0.36  0.06
22  8.38  0.483  0.002  0.096   8.22   3.10   5.64  -1.63   0.32   0.04   0.00 -0.07  0.48  0.32  0.03  0.10  0.30  0.02 -0.40  0.00
23 10.16  0.506  0.002  0.100   7.90   3.38   5.45  -1.69   0.43  -0.11  -0.02 -0.09  0.33  0.34  0.12  0.19  0.29  0.04 -0.01  0.07
24 12.70  0.537  0.002  0.099   7.05   3.32   5.44  -1.48   0.68  -0.17  -0.74 -0.22  0.04  0.47  0.24  0.33  0.35  0.18 -0.10 -0.05
25 15.24  0.558  0.004  0.098   7.00   3.26   5.13  -1.45   0.75  -0.23  -0.85 -0.40 -0.26  0.52  0.35  0.30  0.09  0.18  0.49 -0.03
26 17.78  0.586  0.006  0.093   6.08   3.19   4.78  -1.35   0.92  -0.47  -1.18 -0.52 -0.17  0.64  0.57  0.41  0.18  0.33  0.65 -0.10
27 20.32  0.602  0.007  0.085   5.87   2.89   4.36  -1.32   0.99  -0.71  -1.66 -0.51 -0.20  0.71  0.61  0.35  0.30  0.36  0.81 -0.19
28 22.86  0.621  0.009  0.074   4.88   2.63   3.78  -1.09   0.80  -0.66  -1.14 -0.60 -0.28  0.67  0.70  0.53  0.24  0.37  0.85 -0.22
29 25.40  0.640  0.008  0.064   4.35   2.36   3.35  -0.99   0.77  -0.70  -1.49 -0.56 -0.26  0.69  0.68  0.32  0.22  0.43  0.93 -0.21
30 27.94  0.647  0.010  0.053   3.81   2.07   3.01  -0.89   0.67  -0.63  -1.49 -0.56 -0.35  0.66  0.68  0.51  0.36  0.48  0.94 -0.28
31 30.48  0.659  0.013  0.045   3.24   1.87   2.53  -0.69   0.47  -0.53  -1.19 -0.50 -0.37  0.56  0.65  0.39  0.31  0.39  0.78 -0.20
32 33.02  0.670  0.012  0.035   2.71   1.62   2.05  -0.59   0.42  -0.45  -1.25 -0.50 -0.26  0.51  0.53  0.39  0.26  0.40  0.79 -0.25
33 35.56  0.685  0.014  0.026   2.05   1.27   1.56  -0.37   0.19  -0.28  -0.97 -0.34 -0.10  0.38  0.47  0.26  0.18  0.25  0.45 -0.13
34 38.10  0.696  0.015  0.019   1.38   1.03   1.18  -0.27   0.03  -0.24  -0.63 -0.29  0.02  0.31  0.37  0.15  0.16  0.20  0.40 -0.10
35 40.64  0.699  0.016  0.016   1.13   0.81   1.01  -0.20   0.00  -0.22  -0.55 -0.22  0.06  0.26  0.25  0.13  0.04  0.14  0.33 -0.08
36 45.72  0.703  0.018  0.011   0.49   0.47   0.68  -0.01  -0.12  -0.12  -0.04 -0.07  0.24  0.07  0.08  0.02 -0.07  0.05  0.15 -0.01
37 50.80  0.702  0.020  0.005   0.37   0.30   0.54   0.05  -0.14  -0.07   0.02 -0.01  0.19  0.02  0.02  0.00 -0.04  0.01  0.09  0.00
38 55.88  0.708  0.033  0.005   0.40   0.51   0.66   0.08  -0.15  -0.08   0.07 -0.01  0.31  0.01 -0.01 -0.03 -0.07  0.01  0.20  0.00
39 60.96  0.709  0.035  0.003   0.41   0.46   0.61   0.07  -0.12  -0.11   0.06  0.00  0.29  0.00 -0.01  0.00 -0.11  0.00  0.14  0.00
40 66.04  0.711  0.000  0.003   0.41   0.00   0.62   0.00   0.00  -0.09   0.06  0.00  0.20  0.00  0.00  0.00 -0.06  0.00  0.13  0.00
41 71.12  0.706  0.000  0.004   0.44   0.00   0.63   0.00   0.00  -0.06   0.06  0.00  0.17  0.00  0.00  0.00 -0.04  0.00  0.12  0.00
