#
#            Case B.S1       Station=  6
#            X= 101.6 mm      Tunnel Run#= 612   Ue/Uref=   0.494      Date= 324.88  Time=11.04
#            Bias Corrected data using 1/sqrt(U*U + V*V + W*W + (.01Ur)^2)
#
#                                |<---- normalized by 0.001 Ur^2 ----->|  |<-------------- normalized by 0.0001 Ur^3 -------------->|
#LR  Y(mm)  U/Ur   V/Ur   W/Ur    uu     vv     ww     uv     vw     uw     uuu   uvv   uww   vuu   vvv   vww   wuu   wvv   www   uvw
11  2.03  0.372  0.002  0.097   6.44   1.99   5.50  -1.05  -0.13  -0.09   0.82  0.07  1.08  0.01 -0.09  0.09 -0.08 -0.05 -0.19  0.05
12  2.29  0.378  0.002  0.097   6.53   2.12   5.44  -1.16  -0.09  -0.08   0.92  0.10  1.10 -0.05 -0.11  0.13 -0.03  0.00 -0.41 -0.01
13  2.54  0.393  0.001  0.100   6.90   2.27   5.77  -1.19  -0.05  -0.01   0.81  0.13  1.10 -0.04 -0.13  0.05  0.03 -0.06 -0.27  0.13
14  2.79  0.396  0.002  0.102   6.80   2.35   5.41  -1.26  -0.02   0.02   1.09  0.18  0.78 -0.12 -0.11  0.19  0.18 -0.03 -0.12  0.04
15  3.30  0.407  0.004  0.102   6.55   2.46   5.65  -1.19   0.11  -0.08   0.89  0.11  0.92 -0.09 -0.14  0.14  0.07 -0.07 -0.07  0.03
16  3.81  0.411  0.002  0.104   7.20   2.69   5.60  -1.38   0.03  -0.05   0.73  0.11  1.09 -0.05 -0.15  0.09  0.07 -0.07  0.08  0.06
17  4.32  0.427  0.003  0.104   7.10   2.67   5.66  -1.33   0.20  -0.09   0.62  0.12  0.78  0.04 -0.13  0.20  0.17 -0.06 -0.21  0.10
18  4.83  0.435  0.003  0.107   7.24   2.96   5.71  -1.48   0.18  -0.06   0.55  0.03  0.82  0.03 -0.07  0.15  0.08 -0.06 -0.05  0.05
19  5.59  0.452  0.000  0.110   7.44   2.99   5.70  -1.61   0.31  -0.18   0.48  0.12  0.73  0.09 -0.23  0.17  0.26 -0.05 -0.27  0.12
20  6.35  0.463  0.001  0.112   7.46   3.14   5.64  -1.66   0.49  -0.26   0.31  0.07  0.62  0.03 -0.09  0.12  0.10 -0.02 -0.19  0.15
21  7.11  0.477  0.003  0.113   7.35   3.30   5.78  -1.59   0.57  -0.30   0.12  0.09  0.54  0.13 -0.03  0.14  0.13  0.06 -0.06  0.03
22  8.38  0.496  0.002  0.117   7.51   3.49   5.79  -1.53   0.71  -0.28   0.17 -0.12  0.45  0.34  0.02  0.16  0.38  0.03 -0.16  0.00
23 10.16  0.524  0.002  0.117   7.17   3.61   5.71  -1.77   0.84  -0.31  -0.32 -0.22  0.12  0.30  0.18  0.22  0.21  0.13  0.06  0.00
24 12.70  0.549  0.004  0.116   6.81   3.72   5.50  -1.70   1.02  -0.42  -0.64 -0.30  0.17  0.42  0.46  0.26  0.13  0.20  0.07 -0.06
25 15.24  0.576  0.005  0.107   6.58   3.69   5.38  -1.67   1.27  -0.57  -1.13 -0.43 -0.24  0.64  0.75  0.49  0.31  0.44  0.54 -0.23
26 17.78  0.600  0.007  0.100   5.85   3.35   4.85  -1.47   1.25  -0.69  -1.17 -0.54 -0.36  0.63  0.74  0.55  0.36  0.54  0.62 -0.21
27 20.32  0.618  0.006  0.089   5.02   3.07   4.32  -1.31   1.19  -0.73  -1.01 -0.67 -0.32  0.61  0.90  0.49  0.33  0.52  0.74 -0.25
28 22.86  0.631  0.010  0.077   4.84   2.85   4.06  -1.22   1.03  -0.71  -1.23 -0.62 -0.39  0.62  0.84  0.62  0.27  0.53  0.83 -0.29
29 25.40  0.647  0.010  0.065   4.06   2.32   3.41  -0.97   0.86  -0.69  -1.24 -0.49 -0.32  0.56  0.65  0.54  0.25  0.51  0.92 -0.23
30 27.94  0.669  0.011  0.055   3.70   2.09   2.75  -0.87   0.65  -0.72  -1.54 -0.61 -0.40  0.61  0.70  0.54  0.38  0.45  0.91 -0.28
31 30.48  0.678  0.012  0.043   3.06   1.83   2.24  -0.70   0.49  -0.51  -1.43 -0.51 -0.44  0.54  0.72  0.49  0.31  0.43  0.76 -0.25
32 33.02  0.692  0.013  0.035   2.44   1.50   1.79  -0.55   0.33  -0.41  -1.29 -0.42 -0.26  0.43  0.54  0.34  0.26  0.32  0.63 -0.16
33 35.56  0.703  0.014  0.028   1.80   1.19   1.42  -0.44   0.21  -0.29  -0.96 -0.40 -0.13  0.46  0.50  0.27  0.16  0.32  0.45 -0.14
34 38.10  0.712  0.016  0.023   1.35   0.97   1.18  -0.32   0.08  -0.27  -0.71 -0.32 -0.16  0.35  0.33  0.24  0.19  0.22  0.38 -0.13
35 40.64  0.719  0.016  0.018   0.83   0.68   0.83  -0.15  -0.06  -0.14  -0.31 -0.15  0.04  0.17  0.19  0.08  0.04  0.07  0.21 -0.04
36 45.72  0.726  0.019  0.014   0.40   0.37   0.55  -0.02  -0.14  -0.04   0.00 -0.06  0.08  0.06  0.03  0.02  0.00  0.03  0.07 -0.02
37 50.80  0.726  0.021  0.013   0.31   0.23   0.47   0.04  -0.13  -0.03   0.02  0.00  0.08  0.01  0.00 -0.01 -0.02  0.01  0.05  0.00
38 55.88  0.724  0.018  0.013   0.31   0.10   0.48   0.03  -0.06  -0.03   0.03  0.01  0.11  0.00  0.00  0.00 -0.02  0.00  0.08  0.00
39 60.96  0.724  0.019  0.013   0.33   0.10   0.49   0.02  -0.05  -0.03   0.03  0.00  0.10  0.00  0.00 -0.01 -0.03  0.00  0.10  0.00
40 66.04  0.723  0.000  0.011   0.35   0.00   0.53   0.00   0.00  -0.05   0.05  0.00  0.14  0.00  0.00  0.00 -0.03  0.00  0.11  0.00
41 69.85  0.724  0.000  0.012   0.35   0.00   0.52   0.00   0.00  -0.05   0.04  0.00  0.14  0.00  0.00  0.00 -0.04  0.00  0.09  0.00
