#
#            Case C.S1       Station=  6
#            X= -12.7 mm      Tunnel Run#= 675   Ue/Uref=   0.723      Date= 509.88  Time=12.24
#            Bias Corrected data using 1/sqrt(U*U + V*V + W*W + (.01Ur)^2)
#
#                                |<---- normalized by 0.001 Ur^2 ----->|  |<-------------- normalized by 0.0001 Ur^3 -------------->|
#LR  Y(mm)  U/Ur   V/Ur   W/Ur    uu     vv     ww     uv     vw     uw     uuu   uvv   uww   vuu   vvv   vww   wuu   wvv   www   uvw
19  2.03  0.343 -0.011  0.191   7.82   3.35  10.02  -1.24   1.59  -2.10   0.60 -0.08 -0.61  0.32  0.36  1.22  0.50  0.49  2.37 -0.10
20  2.29  0.348 -0.010  0.187   7.86   3.51   9.68  -1.37   1.60  -2.22   0.39 -0.13 -0.72  0.30  0.33  1.27  0.62  0.58  2.71 -0.24
21  2.54  0.351 -0.009  0.181   7.68   3.49   9.57  -1.27   1.52  -2.09   0.49 -0.16 -0.61  0.32  0.42  1.29  0.51  0.63  1.91 -0.29
22  2.79  0.357 -0.008  0.175   7.62   3.64   9.34  -1.41   1.66  -2.22   0.40 -0.23 -0.39  0.38  0.32  1.12  0.56  0.57  2.18 -0.29
23  3.30  0.366 -0.007  0.170   7.89   3.80   9.12  -1.56   1.76  -2.26   0.34 -0.14 -0.51  0.36  0.48  1.32  0.62  0.71  1.92 -0.28
24  3.81  0.372 -0.005  0.164   7.69   3.94   8.85  -1.66   1.70  -2.12   0.51 -0.17 -0.23  0.10  0.33  1.17  0.28  0.61  1.47 -0.32
25  4.32  0.381 -0.004  0.162   7.78   4.05   8.80  -1.77   1.86  -2.19   0.28 -0.23 -0.30  0.28  0.41  1.04  0.46  0.50  2.07 -0.28
26  4.83  0.389 -0.003  0.156   7.57   4.05   8.11  -1.75   1.69  -2.03  -0.01 -0.31 -0.01  0.38  0.48  0.88  0.40  0.59  1.07 -0.24
27  5.59  0.398 -0.001  0.153   7.44   4.31   7.81  -1.84   1.70  -1.89   0.10 -0.37 -0.20  0.39  0.47  0.82  0.43  0.62  0.74 -0.34
28  6.35  0.410  0.000  0.150   7.59   4.29   7.84  -1.85   1.76  -1.82   0.20 -0.04 -0.02  0.12  0.36  0.62  0.29  0.53  0.94 -0.21
29  7.11  0.420  0.000  0.146   7.47   4.31   7.59  -1.83   1.70  -1.74  -0.16 -0.12  0.04  0.12  0.46  0.66  0.31  0.48  0.76 -0.18
30  8.38  0.437  0.004  0.142   7.68   4.39   7.60  -2.01   1.83  -1.78  -0.16 -0.12  0.01  0.14  0.48  0.59  0.31  0.49  0.68 -0.24
31 10.16  0.463  0.007  0.138   7.25   4.34   7.28  -1.88   1.74  -1.47  -0.12 -0.22 -0.13  0.15  0.52  0.50  0.13  0.48  0.50 -0.17
32 12.70  0.494  0.014  0.129   7.22   4.34   7.21  -1.90   1.62  -1.43  -0.49 -0.23 -0.08  0.14  0.37  0.30  0.22  0.30  0.48 -0.16
33 15.24  0.522  0.018  0.117   7.09   4.18   6.82  -1.94   1.65  -1.31  -0.83 -0.41 -0.09  0.49  0.76  0.51  0.19  0.40  0.47 -0.19
34 17.78  0.553  0.020  0.104   6.48   3.73   6.48  -1.72   1.57  -1.25  -0.86 -0.31 -0.35  0.32  0.64  0.45  0.30  0.39  0.93 -0.21
35 20.32  0.580  0.024  0.090   6.26   3.51   5.90  -1.62   1.38  -1.11  -1.09 -0.38 -0.38  0.48  0.53  0.55  0.36  0.41  0.83 -0.18
36 22.86  0.604  0.029  0.076   5.70   3.15   5.25  -1.48   1.15  -1.14  -1.28 -0.42 -0.43  0.44  0.65  0.52  0.39  0.49  0.85 -0.23
37 25.40  0.629  0.031  0.065   5.29   2.78   4.60  -1.33   0.96  -1.02  -1.60 -0.51 -0.48  0.63  0.65  0.45  0.46  0.39  1.09 -0.23
38 27.94  0.655  0.035  0.051   4.54   2.39   4.09  -1.14   0.92  -1.06  -1.76 -0.55 -0.64  0.66  0.65  0.59  0.47  0.47  1.49 -0.25
39 30.48  0.672  0.038  0.038   3.89   2.05   3.26  -0.96   0.66  -0.95  -1.79 -0.56 -0.64  0.67  0.62  0.53  0.61  0.43  1.24 -0.26
40 33.02  0.692  0.042  0.027   3.03   1.70   2.54  -0.76   0.54  -0.82  -1.78 -0.56 -0.71  0.63  0.62  0.49  0.65  0.38  1.23 -0.26
41 35.56  0.708  0.044  0.018   2.17   1.38   1.84  -0.54   0.38  -0.62  -1.46 -0.46 -0.53  0.49  0.57  0.38  0.54  0.33  1.02 -0.21
42 38.10  0.720  0.042  0.010   1.35   0.99   1.23  -0.34   0.23  -0.38  -1.00 -0.32 -0.37  0.33  0.42  0.25  0.39  0.25  0.69 -0.13
43 40.64  0.728  0.047  0.004   0.82   0.74   0.76  -0.22   0.18  -0.18  -0.50 -0.19 -0.20  0.23  0.32  0.18  0.19  0.14  0.35 -0.08
44 45.72  0.737  0.048 -0.002   0.23   0.29   0.27  -0.05   0.02  -0.03  -0.05 -0.03  0.00  0.05  0.10  0.03  0.02  0.03  0.01 -0.02
45 50.80  0.735  0.048 -0.003   0.10   0.16   0.16  -0.01   0.00   0.01   0.01 -0.01  0.02  0.01  0.04  0.01  0.01  0.00  0.03  0.00
46 55.88  0.734  0.057 -0.001   0.07   0.40   0.15  -0.01   0.00   0.00   0.01  0.00  0.03  0.00  0.00  0.00 -0.01  0.00 -0.02  0.00
47 60.96  0.733  0.060  0.000   0.08   0.45   0.18   0.00   0.00  -0.01   0.02  0.00  0.06  0.00  0.62  0.00 -0.02  0.00 -0.05  0.00
48 66.04  0.729  0.000  0.001   0.08   0.00   0.19   0.00   0.00   0.02   0.02  0.00  0.07  0.00  0.00  0.00  0.01  0.00  0.04  0.00
49 71.12  0.730  0.000  0.007   0.03   0.00   0.10   0.00   0.00  -0.05   0.02  0.00  0.06  0.00  0.00  0.00 -0.01  0.00 -0.03  0.00
