#
#            Case C.S1       Station= 11
#            X= 152.4 mm      Tunnel Run#= 665   Ue/Uref=   0.664      Date= 507.88  Time=12.34
#            Bias Corrected data using 1/sqrt(U*U + V*V + W*W + (.01Ur)^2)
#
#                                |<---- normalized by 0.001 Ur^2 ----->|  |<-------------- normalized by 0.0001 Ur^3 -------------->|
#LR  Y(mm)  U/Ur   V/Ur   W/Ur    uu     vv     ww     uv     vw     uw     uuu   uvv   uww   vuu   vvv   vww   wuu   wvv   www   uvw
25 17.78  0.401  0.002  0.101   6.56   3.63   5.59  -1.98   0.85  -0.73   0.09  0.05  0.28  0.03  0.10  0.08  0.11  0.11  0.37  0.05
26 20.32  0.426  0.003  0.099   6.42   3.64   5.91  -1.95   0.89  -0.80   0.00 -0.05  0.29  0.04  0.09  0.21  0.06  0.06  0.64  0.12
27 22.86  0.451  0.004  0.095   6.41   3.63   5.69  -1.94   1.10  -0.93  -0.74 -0.25  0.03  0.33  0.40  0.10  0.20  0.17  0.60 -0.05
28 25.40  0.473  0.007  0.091   6.33   3.52   5.55  -1.84   1.14  -0.92  -0.85 -0.38 -0.15  0.43  0.52  0.32  0.35  0.33  0.76 -0.13
29 27.94  0.498  0.008  0.083   5.98   3.40   5.26  -1.84   1.10  -0.86  -1.34 -0.47 -0.18  0.67  0.58  0.32  0.44  0.36  0.89 -0.22
30 30.48  0.519  0.011  0.075   5.40   3.17   4.99  -1.58   1.14  -1.01  -1.18 -0.54 -0.40  0.56  0.73  0.47  0.46  0.41  1.04 -0.27
31 33.02  0.541  0.013  0.065   4.81   2.84   4.48  -1.42   0.99  -0.82  -1.50 -0.52 -0.47  0.61  0.74  0.48  0.55  0.42  1.25 -0.21
32 35.56  0.562  0.013  0.055   4.36   2.49   3.95  -1.17   0.80  -0.75  -1.44 -0.46 -0.47  0.52  0.65  0.47  0.50  0.44  1.07 -0.20
33 38.10  0.578  0.015  0.044   3.84   2.28   3.47  -1.10   0.75  -0.72  -1.41 -0.53 -0.46  0.66  0.70  0.55  0.44  0.43  1.23 -0.22
34 40.64  0.595  0.016  0.035   3.21   1.97   2.72  -0.85   0.58  -0.61  -1.37 -0.49 -0.44  0.54  0.70  0.40  0.42  0.43  1.03 -0.17
35 45.72  0.625  0.019  0.020   2.09   1.43   1.81  -0.52   0.37  -0.47  -1.10 -0.33 -0.33  0.38  0.53  0.29  0.39  0.27  0.69 -0.14
36 50.80  0.645  0.020  0.006   1.03   0.86   0.94  -0.28   0.19  -0.20  -0.60 -0.23 -0.15  0.27  0.32  0.16  0.26  0.17  0.39 -0.10
37 55.88  0.657  0.024 -0.002   0.32   0.72   0.35  -0.08   0.04  -0.01  -0.09 -0.05 -0.02  0.06  0.10  0.05  0.03  0.04  0.09 -0.01
38 60.96  0.659  0.025 -0.004   0.16   0.53   0.26  -0.03   0.01   0.00   0.01 -0.01  0.09  0.02  0.02  0.01  0.01  0.01  0.01 -0.01
39 66.04  0.660  0.000 -0.003   0.11   0.00   0.23   0.00   0.00   0.01   0.03  0.00  0.08  0.00  0.00  0.00  0.00  0.00  0.00  0.00
41 71.12  0.660  0.000 -0.002   0.10   0.00   0.23   0.00   0.00   0.03   0.03  0.00  0.09  0.00  0.00  0.00  0.01  0.00  0.02  0.00
