#
#            Case D.S1       Station=  5
#            X=   0.0 mm      Tunnel Run#= 784   Ue/Uref=   0.922      Date= 621.88  Time= 8.19
#            Bias Corrected data using 1/sqrt(U*U + V*V + W*W + (.01Ur)^2)
#
#                                |<---- normalized by 0.001 Ur^2 ----->|  |<-------------- normalized by 0.0001 Ur^3 -------------->|
#LR  Y(mm)  U/Ur   V/Ur   W/Ur    uu     vv     ww     uv     vw     uw     uuu   uvv   uww   vuu   vvv   vww   wuu   wvv   www   uvw
12  2.54  0.642 -0.004  0.183  10.96   4.32  12.04  -2.40   2.49  -4.13  -2.46 -0.74 -1.80  1.21  0.82  1.98  2.07  1.04  2.40 -0.96
13  2.79  0.650 -0.003  0.175  10.71   4.32  12.49  -2.32   2.46  -4.23  -1.75 -0.85 -1.34  1.33  1.06  1.89  1.83  0.97  2.35 -1.04
14  3.30  0.660 -0.001  0.166  10.08   4.51  11.49  -2.18   2.47  -3.79  -2.23 -0.79 -1.63  1.30  1.19  1.81  1.81  1.25  2.68 -0.90
15  3.81  0.674  0.000  0.158  10.16   4.53  11.39  -2.29   2.44  -3.93  -2.05 -0.86 -0.93  1.32  1.11  1.80  1.64  1.15  1.75 -0.90
16  4.32  0.679  0.001  0.153   9.56   4.64  11.05  -2.34   2.66  -3.58  -1.73 -0.83 -1.14  1.20  1.08  1.91  1.38  1.15  2.75 -0.91
17  4.83  0.685  0.003  0.148   9.55   4.90  10.61  -2.36   2.70  -3.60  -2.17 -0.85 -1.08  1.27  1.25  1.95  1.33  1.31  2.73 -0.87
18  5.59  0.696  0.005  0.144   8.88   4.79  10.16  -2.28   2.48  -3.20  -2.03 -0.81 -0.56  1.02  1.12  1.61  0.95  1.13  1.31 -0.66
19  6.35  0.701  0.007  0.139   8.95   4.95   9.86  -2.43   2.49  -3.12  -1.92 -0.73 -0.41  0.95  1.11  1.45  1.00  1.13  1.23 -0.77
20  7.11  0.711  0.009  0.135   8.46   5.05   9.66  -2.33   2.58  -2.98  -1.53 -0.82 -0.40  0.97  1.19  1.46  1.00  1.10  1.79 -0.62
21  8.38  0.723  0.010  0.127   8.04   4.85   8.82  -2.19   2.41  -2.42  -1.17 -0.59 -0.11  0.72  1.02  1.25  0.57  0.86  1.46 -0.46
22 10.16  0.737  0.014  0.119   7.75   4.72   8.69  -2.16   2.28  -2.27  -1.07 -0.63  0.09  0.57  1.13  1.01  0.24  0.75  0.79 -0.34
23 12.70  0.765  0.018  0.104   7.30   4.40   8.04  -2.08   2.14  -2.22  -1.23 -0.65 -0.11  0.52  1.06  0.88  0.19  0.93  0.49 -0.35
24 15.24  0.789  0.021  0.088   6.86   3.83   6.93  -1.98   1.89  -1.82  -1.97 -0.68 -0.23  0.74  1.12  0.75  0.48  0.74  0.80 -0.36
25 17.78  0.815  0.026  0.071   5.90   3.50   6.22  -1.73   1.60  -1.63  -2.01 -0.87 -0.57  0.87  1.33  1.03  0.78  0.87  1.25 -0.47
26 20.32  0.837  0.031  0.055   5.10   2.89   5.27  -1.51   1.36  -1.55  -2.30 -0.86 -0.79  0.94  1.09  1.01  0.86  0.83  1.86 -0.49
27 22.86  0.860  0.034  0.040   4.23   2.32   4.09  -1.14   0.98  -1.11  -2.46 -0.75 -0.73  0.91  0.93  0.88  0.80  0.66  1.58 -0.36
28 25.40  0.881  0.037  0.026   2.96   1.78   3.06  -0.78   0.74  -0.89  -1.88 -0.57 -0.67  0.70  0.77  0.72  0.75  0.60  1.54 -0.35
29 27.94  0.896  0.040  0.015   2.07   1.41   2.08  -0.61   0.50  -0.61  -1.47 -0.53 -0.48  0.60  0.69  0.53  0.56  0.47  0.99 -0.29
30 30.48  0.908  0.043  0.006   1.12   0.94   1.19  -0.32   0.25  -0.32  -0.76 -0.30 -0.21  0.34  0.46  0.30  0.33  0.25  0.50 -0.15
31 33.02  0.913  0.045  0.002   0.66   0.63   0.74  -0.21   0.14  -0.12  -0.35 -0.18 -0.04  0.21  0.29  0.17  0.14  0.13  0.31 -0.07
32 35.56  0.919  0.047  0.000   0.32   0.41   0.41  -0.07   0.05  -0.05  -0.09 -0.04  0.02  0.07  0.19  0.07  0.05  0.06  0.08 -0.02
33 38.10  0.920  0.048 -0.001   0.18   0.26   0.30  -0.04   0.03  -0.02  -0.01 -0.04  0.03  0.03  0.11  0.05  0.02  0.04  0.04 -0.02
34 40.64  0.920  0.050  0.000   0.13   0.16   0.26   0.00   0.00  -0.01   0.02  0.00  0.06  0.01  0.02  0.00  0.00  0.00  0.01  0.00
35 45.72  0.921  0.053  0.000   0.10   0.10   0.24   0.00   0.00   0.01   0.02  0.00  0.06  0.00  0.00  0.00  0.02  0.00  0.05  0.00
36 50.80  0.923  0.055  0.000   0.09   0.09   0.24   0.00   0.00   0.03   0.02  0.00  0.07  0.00  0.00  0.00  0.03  0.00  0.08  0.00
37 55.88  0.924  0.061  0.000   0.10   0.50   0.26   0.00   0.00   0.04   0.03 -0.01  0.08  0.00  0.78  0.00  0.04  0.01  0.11  0.00
38 60.96  0.923  0.062  0.000   0.11   0.41   0.28   0.00   0.00   0.04   0.03  0.00  0.09  0.00  0.00  0.00  0.03  0.00  0.10  0.00
39 66.04  0.929  0.000 -0.002   0.07   0.00   0.20   0.00   0.00   0.01   0.01  0.00  0.02  0.00  0.00  0.00  0.01  0.00  0.04  0.00
