#
#            Case D.S1       Station=  3
#            X= -76.2 mm      Tunnel Run#= 788   Ue/Uref=   0.995      Date= 621.88  Time=11.22
#            Bias Corrected data using 1/sqrt(U*U + V*V + W*W + (.01Ur)^2)
#
#                                |<---- normalized by 0.001 Ur^2 ----->|  |<-------------- normalized by 0.0001 Ur^3 -------------->|
#LR  Y(mm)  U/Ur   V/Ur   W/Ur    uu     vv     ww     uv     vw     uw     uuu   uvv   uww   vuu   vvv   vww   wuu   wvv   www   uvw
15  3.81  0.765  0.004  0.156   9.34   4.37  10.22  -2.29   2.37  -3.49  -2.29 -0.86 -1.44  1.27  0.99  1.78  1.62  1.19  2.52 -0.91
16  4.32  0.772  0.004  0.149   9.32   4.59   9.78  -2.41   2.28  -3.26  -2.16 -0.92 -1.37  1.29  0.98  1.68  1.69  1.15  2.03 -0.88
17  4.83  0.776  0.005  0.144   8.88   4.52   9.53  -2.46   2.33  -3.35  -1.86 -0.86 -1.30  1.03  1.01  1.60  1.47  0.97  2.19 -0.82
18  5.59  0.790  0.004  0.135   8.39   4.54   9.06  -2.29   2.28  -2.92  -1.36 -0.70 -0.99  0.85  0.93  1.48  0.91  0.99  1.99 -0.69
19  6.35  0.799  0.006  0.131   7.92   4.58   8.66  -2.29   2.25  -2.69  -1.74 -0.84 -0.75  0.91  1.10  1.32  0.89  0.97  1.93 -0.61
20  7.11  0.807  0.006  0.125   7.94   4.65   8.29  -2.33   2.23  -2.50  -1.99 -0.75 -0.81  0.88  1.07  1.30  1.19  1.02  2.30 -0.61
21  8.38  0.816  0.011  0.119   7.29   4.50   7.93  -2.32   2.17  -2.37  -1.63 -0.79 -0.64  0.82  1.20  1.10  0.90  0.89  2.04 -0.47
22 10.16  0.840  0.012  0.106   6.94   4.24   7.31  -2.16   2.07  -2.00  -1.61 -0.53 -0.76  0.68  0.96  0.97  0.76  0.82  1.70 -0.45
23 12.70  0.865  0.016  0.091   6.51   3.93   6.65  -2.09   1.93  -1.84  -2.09 -0.82 -0.80  0.95  1.02  1.01  0.72  0.81  1.64 -0.51
24 15.24  0.898  0.018  0.069   5.50   3.18   5.31  -1.72   1.50  -1.58  -2.48 -0.86 -0.95  1.03  1.13  1.07  0.98  0.90  1.80 -0.58
25 17.78  0.923  0.021  0.052   4.46   2.69   4.30  -1.43   1.17  -1.33  -2.59 -0.91 -0.95  1.11  1.13  0.98  1.04  0.75  2.05 -0.53
26 20.32  0.947  0.024  0.036   3.36   2.11   3.13  -1.02   0.83  -1.04  -2.23 -0.78 -0.93  0.90  1.06  0.69  0.91  0.63  1.70 -0.44
27 22.86  0.971  0.026  0.022   1.99   1.47   2.05  -0.63   0.58  -0.61  -1.46 -0.56 -0.68  0.62  0.75  0.60  0.64  0.51  1.32 -0.30
28 25.40  0.988  0.027  0.011   0.95   0.92   1.10  -0.31   0.29  -0.25  -0.62 -0.27 -0.28  0.31  0.45  0.32  0.30  0.27  0.68 -0.15
29 27.94  0.993  0.029  0.005   0.53   0.60   0.59  -0.17   0.14  -0.12  -0.31 -0.15 -0.14  0.17  0.34  0.18  0.15  0.16  0.28 -0.09
30 30.48  0.998  0.030  0.003   0.23   0.33   0.31  -0.06   0.03  -0.03  -0.06 -0.07  0.00  0.07  0.16  0.05  0.02  0.03  0.07 -0.02
31 33.02  1.000  0.031  0.003   0.13   0.19   0.24  -0.01   0.01   0.01   0.00  0.00  0.04  0.02  0.06  0.02  0.03  0.02  0.08  0.00
32 35.56  1.002  0.032  0.003   0.09   0.12   0.19   0.00   0.00   0.00   0.01  0.00  0.03  0.00  0.01  0.00  0.01  0.00  0.04  0.00
33 38.10  1.004  0.033  0.004   0.08   0.11   0.18   0.00   0.00   0.00   0.01  0.00  0.03  0.00  0.01  0.00  0.02  0.00  0.05  0.00
34 40.64  1.005  0.033  0.004   0.06   0.08   0.16   0.00   0.00   0.01   0.01  0.00  0.02  0.00  0.00  0.00  0.01  0.00  0.04  0.00
35 45.72  1.012  0.035  0.001   0.07   0.08   0.18   0.00   0.00   0.01   0.01  0.00  0.03  0.00  0.00  0.00  0.02  0.00  0.05  0.00
36 50.80  1.018  0.045  0.003   0.07   0.37   0.19   0.00   0.00   0.01   0.01  0.00  0.03  0.00  0.00  0.00  0.02  0.00  0.06  0.00
37 55.88  1.016  0.049  0.007   0.09   0.43   0.25   0.00   0.00   0.02   0.02  0.00  0.06  0.00  0.00  0.00  0.03  0.00  0.08  0.00
38 60.96  1.028  0.064  0.005   0.07   0.23   0.19   0.02  -0.02   0.07   0.01 -0.01  0.04  0.00 -0.07 -0.01  0.03  0.01  0.08  0.00
39 66.04  1.037  0.000  0.012   0.19   0.00   0.56   0.00   0.00  -0.32  -0.03  0.00 -0.10  0.00  0.00  0.00  0.06  0.00  0.17  0.00
