#
#            Case D.S1       Station=  4
#            X= -12.7 mm      Tunnel Run#= 786   Ue/Uref=   0.936      Date= 621.88  Time= 9.42
#            Bias Corrected data using 1/sqrt(U*U + V*V + W*W + (.01Ur)^2)
#
#                                |<---- normalized by 0.001 Ur^2 ----->|  |<-------------- normalized by 0.0001 Ur^3 -------------->|
#LR  Y(mm)  U/Ur   V/Ur   W/Ur    uu     vv     ww     uv     vw     uw     uuu   uvv   uww   vuu   vvv   vww   wuu   wvv   www   uvw
13  2.79  0.670  0.002  0.173  10.68   4.29  11.53  -2.33   2.30  -3.95  -2.13 -0.80 -1.34  1.21  1.06  1.67  1.74  1.08  2.01 -0.81
14  3.30  0.678  0.004  0.164   9.94   4.34  11.23  -2.24   2.56  -4.02  -1.49 -0.72 -1.02  1.11  0.75  1.98  1.24  1.13  2.24 -0.88
15  3.81  0.684  0.006  0.160   9.57   4.46  10.71  -2.28   2.58  -3.65  -1.61 -0.74 -1.22  1.12  0.81  1.62  1.25  1.04  2.69 -0.76
16  4.32  0.694  0.006  0.153   9.40   4.59  10.36  -2.31   2.44  -3.55  -1.91 -0.83 -1.18  1.27  1.00  1.46  1.42  1.09  2.50 -0.73
17  4.83  0.700  0.008  0.147   8.96   4.61  10.10  -2.18   2.32  -3.43  -1.42 -0.61 -0.82  0.93  0.84  1.45  1.16  1.00  1.88 -0.69
18  5.59  0.709  0.009  0.143   8.72   4.75   9.49  -2.15   2.46  -3.18  -1.27 -0.63 -0.77  0.70  1.04  1.33  0.69  0.98  1.33 -0.63
19  6.35  0.716  0.012  0.139   8.41   4.87   9.46  -2.29   2.48  -3.02  -1.20 -0.71 -0.43  0.84  1.20  1.23  0.90  1.08  1.80 -0.60
20  7.11  0.723  0.013  0.133   8.26   4.70   9.04  -2.22   2.35  -2.75  -1.30 -0.66 -0.46  0.86  0.87  1.14  0.96  0.84  1.68 -0.50
21  8.38  0.735  0.015  0.127   7.83   4.87   8.73  -2.21   2.38  -2.68  -0.85 -0.57 -0.22  0.42  0.95  1.11  0.43  0.83  1.17 -0.55
22 10.16  0.754  0.018  0.114   7.55   4.64   8.21  -2.07   2.18  -2.17  -1.09 -0.52 -0.01  0.51  0.93  0.82  0.32  0.67  1.12 -0.27
23 12.70  0.778  0.025  0.102   7.22   4.29   7.49  -2.08   1.99  -1.80  -1.10 -0.64 -0.20  0.49  1.05  0.63  0.32  0.61  0.95 -0.29
24 15.24  0.801  0.031  0.091   6.71   3.97   6.98  -1.95   1.84  -1.72  -1.25 -0.50 -0.52  0.52  1.05  0.72  0.55  0.67  1.07 -0.37
25 17.78  0.826  0.036  0.075   6.06   3.57   6.14  -1.73   1.66  -1.67  -2.01 -0.71 -0.70  0.67  1.10  0.90  0.77  0.72  1.44 -0.44
26 20.32  0.849  0.040  0.061   5.49   3.18   5.27  -1.56   1.36  -1.47  -2.12 -0.69 -0.77  0.80  0.93  0.79  0.81  0.69  1.52 -0.44
27 22.86  0.871  0.044  0.044   4.62   2.71   4.16  -1.30   1.14  -1.28  -2.35 -0.73 -0.85  0.83  0.91  0.79  0.81  0.64  1.65 -0.35
28 25.40  0.892  0.049  0.032   3.59   2.37   3.57  -1.10   0.99  -1.02  -1.98 -0.72 -0.78  0.81  0.97  0.85  0.83  0.65  1.82 -0.35
29 27.94  0.908  0.050  0.018   2.64   1.91   2.56  -0.76   0.65  -0.75  -1.79 -0.59 -0.66  0.69  0.84  0.66  0.71  0.53  1.41 -0.31
30 30.48  0.923  0.047  0.006   1.25   1.10   1.34  -0.41   0.34  -0.31  -0.91 -0.38 -0.34  0.39  0.63  0.39  0.40  0.30  0.85 -0.15
31 33.02  0.929  0.048  0.000   0.66   0.77   0.74  -0.21   0.15  -0.09  -0.31 -0.18 -0.08  0.21  0.43  0.19  0.16  0.16  0.39 -0.05
32 35.56  0.935  0.049 -0.002   0.34   0.46   0.45  -0.10   0.06   0.00  -0.12 -0.09  0.02  0.11  0.28  0.10  0.06  0.05  0.21 -0.01
33 38.10  0.937  0.050 -0.002   0.15   0.19   0.28  -0.02   0.00   0.00   0.01 -0.02  0.06  0.02  0.05  0.01  0.02  0.00  0.07  0.00
34 40.64  0.937  0.051 -0.001   0.11   0.14   0.25  -0.01   0.00   0.02   0.02  0.00  0.06  0.00  0.03  0.00  0.03  0.00  0.08  0.00
35 45.72  0.936  0.055 -0.001   0.09   0.12   0.24   0.00   0.00   0.03   0.02  0.00  0.07  0.00  0.08  0.00  0.04  0.00  0.11  0.00
36 50.80  0.935  0.057 -0.003   0.09   0.09   0.24   0.00   0.00   0.03   0.02  0.00  0.07  0.00  0.00  0.00  0.03  0.00  0.10  0.00
37 55.88  0.937  0.065 -0.003   0.10   0.38   0.29   0.00   0.00   0.05   0.03  0.00  0.09  0.00  0.00  0.00  0.04  0.00  0.14  0.00
38 60.96  0.937  0.066 -0.005   0.11   0.42   0.31   0.00   0.00   0.05   0.03  0.00  0.10  0.00 -0.01  0.00  0.04  0.00  0.13  0.00
39 66.04  0.935  0.000 -0.005   0.14   0.00   0.40   0.00   0.00   0.11   0.05  0.00  0.16  0.00  0.00  0.00  0.08  0.00  0.24  0.00
40 71.12  0.929  0.000  0.003   0.35   0.00   1.03   0.00   0.00   0.37   0.13  0.00  0.37  0.00  0.00  0.00  0.24  0.00  0.69  0.00
