#
#            Case D.S1       Station=  8
#            X=  48.3 mm      Tunnel Run#= 778   Ue/Uref=   0.871      Date= 616.88  Time=16.42
#            Bias Corrected data using 1/sqrt(U*U + V*V + W*W + (.01Ur)^2)
#
#                                |<---- normalized by 0.001 Ur^2 ----->|  |<-------------- normalized by 0.0001 Ur^3 -------------->|
#LR  Y(mm)  U/Ur   V/Ur   W/Ur    uu     vv     ww     uv     vw     uw     uuu   uvv   uww   vuu   vvv   vww   wuu   wvv   www   uvw
29 27.94  0.814  0.055  0.037   4.25   2.36   3.77  -1.09   0.90  -1.16  -2.21 -0.60 -0.81  0.77  0.71  0.63  0.81  0.62  1.63 -0.37
30 30.48  0.834  0.060  0.025   3.44   2.11   3.18  -0.92   0.79  -0.95  -2.08 -0.59 -0.79  0.72  0.77  0.63  0.79  0.53  1.63 -0.28
31 33.02  0.857  0.057  0.009   2.02   1.37   1.83  -0.50   0.41  -0.54  -1.47 -0.45 -0.51  0.48  0.56  0.41  0.52  0.35  1.02 -0.18
32 35.56  0.866  0.058  0.000   1.02   0.78   1.00  -0.25   0.20  -0.24  -0.76 -0.22 -0.20  0.27  0.32  0.24  0.37  0.18  0.51 -0.13
33 38.10  0.875  0.061 -0.004   0.56   0.55   0.63  -0.15   0.11  -0.10  -0.25 -0.13 -0.03  0.15  0.23  0.12  0.10  0.12  0.24 -0.06
34 40.64  0.873  0.063 -0.005   0.34   0.37   0.43  -0.09   0.06  -0.03  -0.12 -0.08  0.04  0.09  0.15  0.07  0.06  0.06  0.12 -0.03
35 45.72  0.878  0.069 -0.004   0.17   0.18   0.31  -0.01   0.01   0.04   0.03 -0.01  0.11  0.01  0.04  0.02  0.04  0.01  0.12 -0.01
36 50.80  0.876  0.085  0.000   0.16   0.40   0.33   0.00  -0.01   0.01   0.06  0.00  0.19  0.00  0.00 -0.01 -0.03  0.00 -0.08  0.00
37 55.88  0.885  0.092  0.004   0.14   0.40   0.35   0.00   0.00   0.06   0.06  0.00  0.18  0.00  0.00 -0.01  0.02  0.00  0.07  0.00
38 60.96  0.892  0.098  0.012   0.15   0.61   0.36   0.01   0.00   0.11   0.04  0.01  0.13  0.00  1.38  0.00  0.05  0.01  0.19  0.00
39 66.04  0.895  0.000  0.015   0.13   0.00   0.31   0.00   0.00   0.05   0.03  0.00  0.10  0.00  0.00  0.00  0.00  0.00 -0.04  0.00
