#
#            Case B.S0       Station=  8
#            X= 152.4 mm      Tunnel Run#= 608   Ue/Uref=   0.710      Date= 323.88  Time=14.22
#            Bias Corrected data using 1/sqrt(U*U + V*V + W*W + (.01Ur)^2)
#          The Y-position has been corrected by adding   0.102 to each measured Y-position in this profile.
#
#                                |<---- normalized by 0.001 Ur^2 ----->|  |<-------------- normalized by 0.0001 Ur^3 -------------->|
#LR  Y(mm)  U/Ur   V/Ur   W/Ur    uu     vv     ww     uv     vw     uw     uuu   uvv   uww   vuu   vvv   vww   wuu   wvv   www   uvw
31 33.12  0.684  0.031 -0.002   1.72   1.10   1.13  -0.39   0.03  -0.14  -0.82 -0.29 -0.08  0.39  0.27  0.14  0.02  0.00  0.09 -0.01
32 35.66  0.698  0.033 -0.003   1.00   0.76   0.73  -0.14   0.03  -0.12  -0.44 -0.16  0.03  0.21  0.17  0.05  0.01  0.00  0.03  0.01
33 38.20  0.706  0.034 -0.003   0.52   0.54   0.48   0.04   0.00  -0.09  -0.08 -0.06  0.14  0.09  0.10  0.03 -0.05  0.01  0.01  0.00
34 40.74  0.711  0.034 -0.003   0.33   0.39   0.37   0.14  -0.03  -0.10   0.00  0.00  0.13  0.01  0.04  0.00 -0.05  0.00  0.02  0.00
35 45.82  0.709  0.032 -0.001   0.30   0.26   0.32   0.15  -0.04  -0.10   0.01  0.01  0.12  0.01  0.01  0.00 -0.04  0.00  0.02  0.00
36 50.90  0.711  0.032 -0.003   0.30   0.23   0.35   0.15  -0.04  -0.13   0.02  0.01  0.19  0.01  0.01  0.00 -0.07  0.00  0.03  0.00
37 55.98  0.708  0.042 -0.003   0.29   0.47   0.36   0.13  -0.05  -0.13   0.02  0.01  0.19  0.01  0.01  0.01 -0.07  0.00  0.03  0.00
38 61.06  0.708  0.043 -0.004   0.38   0.44   0.40   0.12  -0.04  -0.17   0.03  0.01  0.26  0.01  0.00  0.00 -0.10  0.00  0.05  0.00
39 66.14  0.711  0.000 -0.004   0.31   0.00   0.40   0.00   0.00  -0.11   0.02  0.00  0.23  0.00  0.00  0.00 -0.05  0.00  0.05  0.00
40 71.22  0.710  0.000 -0.002   0.35   0.00   0.45   0.00   0.00  -0.11   0.03  0.00  0.20  0.00  0.00  0.00 -0.06  0.00  0.09  0.00
