#
#            Case D.S1       Station=  9
#            X= 101.6 mm      Tunnel Run#= 776   Ue/Uref=   0.800      Date= 616.88  Time=13.42
#            Bias Corrected data using 1/sqrt(U*U + V*V + W*W + (.01Ur)^2)
#
#                                |<---- normalized by 0.001 Ur^2 ----->|  |<-------------- normalized by 0.0001 Ur^3 -------------->|
#LR  Y(mm)  U/Ur   V/Ur   W/Ur    uu     vv     ww     uv     vw     uw     uuu   uvv   uww   vuu   vvv   vww   wuu   wvv   www   uvw
22 10.16  0.587  0.020  0.107   5.88   3.81   6.17  -1.43   1.24  -0.98   0.27  0.09  0.20  0.08  0.03  0.08  0.13  0.04  0.17  0.04
23 12.70  0.610  0.023  0.101   5.85   3.98   6.13  -1.42   1.51  -0.93   0.02  0.07  0.14  0.08  0.21  0.08  0.08  0.09  0.00  0.01
24 15.24  0.621  0.028  0.097   6.20   4.04   6.29  -1.51   1.67  -1.10  -0.14 -0.12  0.07  0.16  0.44  0.18  0.01  0.23  0.24 -0.10
25 17.78  0.645  0.032  0.088   6.13   3.80   6.18  -1.45   1.54  -1.03  -0.38 -0.26 -0.10  0.32  0.62  0.33  0.14  0.35  0.41 -0.04
26 20.32  0.665  0.038  0.079   5.99   3.60   5.75  -1.54   1.49  -1.16  -0.70 -0.22 -0.08  0.28  0.67  0.39  0.31  0.35  0.72 -0.11
27 22.86  0.689  0.037  0.062   5.72   3.35   5.39  -1.50   1.43  -1.16  -1.15 -0.50 -0.44  0.47  0.82  0.64  0.35  0.56  1.26 -0.29
28 25.40  0.708  0.041  0.050   5.42   2.98   5.01  -1.39   1.24  -1.23  -1.60 -0.58 -0.55  0.61  0.86  0.68  0.50  0.59  1.47 -0.24
29 27.94  0.725  0.044  0.039   4.73   2.58   4.39  -1.06   1.02  -1.06  -1.79 -0.61 -0.64  0.60  0.78  0.65  0.64  0.58  1.46 -0.29
30 30.48  0.743  0.049  0.030   4.25   2.23   3.81  -1.00   0.86  -1.11  -2.11 -0.60 -0.77  0.67  0.75  0.62  0.66  0.56  1.62 -0.31
31 33.02  0.757  0.055  0.019   3.41   1.99   3.13  -0.79   0.70  -0.84  -1.74 -0.57 -0.62  0.57  0.73  0.59  0.76  0.52  1.61 -0.28
32 35.56  0.774  0.058  0.009   2.81   1.59   2.50  -0.64   0.56  -0.83  -1.76 -0.46 -0.73  0.58  0.55  0.51  0.72  0.41  1.39 -0.30
33 38.10  0.789  0.059  0.001   1.89   1.25   1.65  -0.43   0.36  -0.46  -1.31 -0.40 -0.43  0.44  0.48  0.37  0.46  0.29  0.88 -0.18
34 40.64  0.797  0.063 -0.005   1.22   1.01   1.13  -0.30   0.25  -0.25  -0.81 -0.29 -0.22  0.31  0.42  0.25  0.28  0.22  0.62 -0.13
35 45.72  0.805  0.067 -0.010   0.43   0.51   0.47  -0.11   0.10  -0.07  -0.17 -0.08 -0.05  0.11  0.27  0.11  0.10  0.10  0.23 -0.04
36 50.80  0.807  0.070 -0.011   0.18   0.23   0.23  -0.02   0.01  -0.01   0.00 -0.01  0.02  0.02  0.07  0.03  0.02  0.02  0.06 -0.01
37 55.88  0.805  0.081 -0.011   0.11   0.39   0.16   0.00   0.00   0.00   0.01  0.00  0.03  0.00  0.01  0.00  0.00  0.00  0.01  0.00
38 60.96  0.801  0.083 -0.012   0.08   0.37   0.16   0.00  -0.01   0.01   0.01  0.00  0.02  0.00  0.00  0.00  0.01  0.00  0.04  0.00
39 66.04  0.811  0.000 -0.013   0.13   0.00   0.27   0.00   0.00   0.05   0.04  0.00  0.12  0.00  0.00  0.00  0.03  0.00  0.09  0.00
40 69.85  0.813  0.000 -0.016   0.12   0.00   0.23   0.00   0.00   0.03   0.03  0.00  0.08  0.00  0.00  0.00  0.01  0.00  0.03  0.00
