#
#            Case B.S1       Station=  8
#            X= 228.6 mm      Tunnel Run#= 626   Ue/Uref=   0.453      Date= 418.88  Time= 8.38
#            Bias Corrected data using 1/sqrt(U*U + V*V + W*W + (.01Ur)^2)
#
#                                |<---- normalized by 0.001 Ur^2 ----->|  |<-------------- normalized by 0.0001 Ur^3 -------------->|
#LR  Y(mm)  U/Ur   V/Ur   W/Ur    uu     vv     ww     uv     vw     uw     uuu   uvv   uww   vuu   vvv   vww   wuu   wvv   www   uvw
 3  7.11  0.428 -0.002  0.074   8.74   3.07   5.69  -1.66   0.03   0.46   0.59 -0.04  0.45  0.20 -0.08  0.29  0.62 -0.06  0.08  0.11
 4  8.38  0.447 -0.001  0.072   9.26   3.09   5.60  -1.68   0.09   0.37   0.39 -0.08  0.41  0.19 -0.07  0.16  0.57 -0.09  0.09  0.12
 5 10.16  0.466 -0.001  0.073   9.16   3.24   5.47  -1.75   0.31   0.11  -0.44 -0.12  0.18  0.54 -0.05  0.15  0.65  0.00 -0.01 -0.02
 6 12.70  0.491 -0.001  0.078   8.06   3.31   5.25  -1.74   0.36   0.08  -0.49 -0.27 -0.16  0.63  0.29  0.27  0.31  0.11  0.08  0.06
 7 15.24  0.520 -0.001  0.080   7.78   3.28   4.88  -1.47   0.56  -0.23  -1.50 -0.41 -0.27  0.74  0.24  0.20  0.36  0.05  0.28 -0.05
 8 17.78  0.542 -0.001  0.077   7.12   3.20   4.61  -1.39   0.67  -0.53  -1.98 -0.56 -0.50  0.90  0.39  0.25  0.50  0.19  0.44 -0.02
 9 20.32  0.564  0.004  0.075   6.46   3.07   4.30  -1.30   0.78  -0.47  -2.20 -0.42 -0.55  0.88  0.52  0.31  0.42  0.21  0.62 -0.10
10 22.86  0.582  0.004  0.068   5.41   2.69   4.08  -1.04   0.71  -0.63  -1.31 -0.45 -0.58  0.69  0.48  0.35  0.52  0.31  0.70 -0.15
11 25.40  0.595  0.008  0.061   4.97   2.60   3.62  -0.92   0.75  -0.62  -1.73 -0.45 -0.58  0.61  0.49  0.34  0.44  0.32  0.87 -0.13
12 27.94  0.607  0.010  0.056   4.16   2.37   3.57  -0.76   0.73  -0.58  -1.13 -0.31 -0.52  0.57  0.50  0.41  0.40  0.34  0.98 -0.13
13 30.48  0.620  0.012  0.049   3.74   2.32   3.06  -0.67   0.64  -0.56  -1.14 -0.35 -0.41  0.49  0.54  0.33  0.31  0.36  0.95 -0.12
14 33.02  0.636  0.010  0.037   3.23   1.87   2.45  -0.58   0.49  -0.58  -1.24 -0.38 -0.44  0.55  0.38  0.39  0.38  0.33  0.75 -0.19
15 35.56  0.649  0.008  0.027   2.40   1.50   1.92  -0.40   0.32  -0.41  -1.04 -0.30 -0.34  0.42  0.35  0.30  0.35  0.28  0.69 -0.17
16 38.10  0.656  0.010  0.022   1.86   1.31   1.57  -0.30   0.19  -0.32  -0.68 -0.28 -0.29  0.35  0.35  0.24  0.24  0.23  0.56 -0.10
17 40.64  0.662  0.010  0.015   1.67   1.10   1.28  -0.26   0.19  -0.30  -0.90 -0.26 -0.26  0.30  0.25  0.24  0.24  0.24  0.46 -0.12
18 45.72  0.678  0.014  0.007   0.84   0.75   0.84  -0.07   0.02  -0.15  -0.33 -0.13 -0.11  0.16  0.17  0.11  0.13  0.12  0.24 -0.05
19 50.80  0.680  0.016  0.001   0.49   0.55   0.64   0.01  -0.09  -0.09  -0.05 -0.06  0.01  0.07  0.10  0.04  0.04  0.05  0.17 -0.01
20 55.88  0.682  0.025 -0.001   0.33   0.67   0.51   0.08  -0.14  -0.06   0.03 -0.01  0.09  0.02  0.02  0.00 -0.01  0.01  0.07 -0.01
21 60.96  0.684  0.025 -0.001   0.34   0.58   0.59   0.09  -0.15  -0.08   0.04 -0.01  0.17  0.00 -0.02 -0.01 -0.03  0.02  0.16  0.00
22 66.04  0.683  0.000 -0.002   0.38   0.00   0.63   0.00   0.00  -0.05   0.06  0.00  0.09  0.00  0.00  0.00  0.02  0.00  0.16  0.00
23 71.12  0.682  0.000 -0.003   0.41   0.00   0.69   0.00   0.00  -0.08   0.07  0.00  0.27  0.00  0.00  0.00  0.01  0.00  0.17  0.00
