#
#            Case D.S1       Station= 12
#            X= 304.8 mm      Tunnel Run#= 770   Ue/Uref=   0.676      Date= 615.88  Time=13.07
#            Bias Corrected data using 1/sqrt(U*U + V*V + W*W + (.01Ur)^2)
#
#                                |<---- normalized by 0.001 Ur^2 ----->|  |<-------------- normalized by 0.0001 Ur^3 -------------->|
#LR  Y(mm)  U/Ur   V/Ur   W/Ur    uu     vv     ww     uv     vw     uw     uuu   uvv   uww   vuu   vvv   vww   wuu   wvv   www   uvw
24 15.24  0.405  0.003  0.078   5.98   2.63   4.34  -1.43   0.26  -0.50  -0.42 -0.02  0.50  0.16  0.05  0.08 -0.03  0.02 -0.53 -0.02
25 17.78  0.429  0.006  0.079   5.69   2.52   4.26  -1.38   0.37  -0.44  -0.33 -0.02  0.26  0.11  0.14  0.08 -0.10  0.01 -0.23 -0.02
26 20.32  0.456  0.007  0.077   5.49   2.55   4.26  -1.45   0.43  -0.60  -0.27 -0.12  0.28  0.19  0.15  0.16  0.02  0.05 -0.34 -0.03
27 22.86  0.477  0.009  0.077   5.27   2.45   4.23  -1.26   0.48  -0.58  -0.54 -0.05  0.30  0.18  0.24  0.07 -0.06  0.08 -0.31  0.00
28 25.40  0.497  0.010  0.074   4.76   2.49   4.18  -1.09   0.56  -0.52  -0.43 -0.03  0.36  0.13  0.09  0.13 -0.06  0.04 -0.20  0.04
29 27.94  0.517  0.013  0.070   4.42   2.48   3.90  -1.17   0.53  -0.39  -0.41 -0.13  0.10  0.23  0.23  0.12  0.09  0.09 -0.17 -0.03
30 30.48  0.535  0.014  0.065   4.40   2.45   3.81  -1.10   0.59  -0.49  -0.54 -0.13  0.02  0.26  0.12  0.22  0.04  0.02  0.02 -0.04
31 33.02  0.551  0.016  0.061   4.03   2.25   3.66  -0.96   0.56  -0.39  -0.36 -0.11  0.09  0.22  0.17  0.17  0.07  0.11  0.01 -0.03
32 35.56  0.564  0.019  0.056   4.00   2.19   3.51  -0.97   0.50  -0.53  -0.47 -0.17  0.12  0.18  0.21  0.19 -0.06  0.13 -0.08 -0.03
33 38.10  0.581  0.022  0.051   3.83   2.13   3.31  -0.93   0.55  -0.45  -0.43 -0.17  0.04  0.19  0.26  0.21 -0.01  0.15  0.25 -0.05
34 40.64  0.595  0.023  0.046   3.62   2.05   3.13  -0.90   0.51  -0.54  -0.77 -0.19 -0.02  0.24  0.25  0.16  0.02  0.14  0.11 -0.03
35 45.72  0.619  0.025  0.035   3.05   1.76   2.57  -0.72   0.42  -0.51  -0.91 -0.27 -0.08  0.33  0.34  0.22  0.13  0.20  0.36 -0.09
36 50.80  0.645  0.027  0.023   2.24   1.46   1.92  -0.48   0.33  -0.51  -0.98 -0.29 -0.21  0.31  0.41  0.25  0.27  0.22  0.41 -0.11
37 55.88  0.668  0.031  0.010   0.99   1.13   1.05  -0.20   0.16  -0.24  -0.41 -0.15  0.00  0.15  0.20  0.13  0.10  0.11  0.13 -0.06
38 60.96  0.676  0.034  0.006   0.44   0.82   0.56  -0.10   0.07  -0.13  -0.09 -0.08  0.05  0.08  0.13  0.07  0.02  0.07  0.05 -0.03
39 66.04  0.680  0.000  0.003   0.25   0.00   0.37   0.00   0.00  -0.05   0.01  0.00  0.12  0.00  0.00  0.00 -0.02  0.00 -0.07  0.00
40 71.12  0.680  0.000  0.002   0.21   0.00   0.51   0.00   0.00  -0.16   0.14  0.00  0.41  0.00  0.00  0.00 -0.20  0.00 -0.58  0.00
