#
#            Case B.S1       Station=  9
#            X= 304.8 mm      Tunnel Run#= 604   Ue/Uref=   0.443      Date= 322.88  Time=18.07
#            Bias Corrected data using 1/sqrt(U*U + V*V + W*W + (.01Ur)^2)
#
#                                |<---- normalized by 0.001 Ur^2 ----->|  |<-------------- normalized by 0.0001 Ur^3 -------------->|
#LR  Y(mm)  U/Ur   V/Ur   W/Ur    uu     vv     ww     uv     vw     uw     uuu   uvv   uww   vuu   vvv   vww   wuu   wvv   www   uvw
27 22.86  0.559 -0.005  0.056   6.58   2.82   4.29  -1.09   0.49  -0.88  -2.44 -0.54  0.36  0.98  0.56  0.31 -0.12  0.21  0.11 -0.09
28 25.40  0.578 -0.006  0.050   5.64   2.58   3.92  -0.94   0.54  -0.74  -2.36 -0.59 -0.21  0.99  0.65  0.37  0.23  0.25  0.76 -0.14
29 27.94  0.596 -0.006  0.046   4.59   2.13   3.16  -0.66   0.47  -0.78  -2.18 -0.51  0.06  0.93  0.38  0.33  0.29  0.24  0.76 -0.20
30 30.48  0.604 -0.004  0.042   4.00   2.02   3.02  -0.57   0.47  -0.90  -1.76 -0.44  0.24  0.66  0.45  0.28  0.03  0.29  0.77 -0.14
31 33.02  0.619 -0.003  0.032   3.16   1.74   2.90  -0.33   0.40  -0.78  -1.17 -0.38  0.43  0.55  0.36  0.17  0.01  0.23 -0.14 -0.12
32 35.56  0.626 -0.002  0.028   2.62   1.62   2.39  -0.28   0.32  -1.09  -1.01 -0.31  1.22  0.51  0.39  0.24 -0.33  0.31  0.83 -0.12
33 38.10  0.635 -0.003  0.021   1.96   1.22   1.75  -0.13   0.22  -0.52  -0.86 -0.26  0.23  0.33  0.24  0.22  0.08  0.22  0.69 -0.15
34 40.64  0.638  0.001  0.018   1.59   1.25   1.56  -0.15   0.23  -0.56  -0.51 -0.23  0.34  0.27  0.32  0.19 -0.06  0.20  0.56 -0.06
35 45.72  0.651  0.001  0.006   0.83   0.73   0.90   0.04  -0.02  -0.45  -0.17 -0.09  0.67  0.11  0.11  0.05 -0.26  0.10  0.24 -0.02
36 50.80  0.657  0.004  0.000   0.66   0.57   0.81   0.09  -0.05  -0.41  -0.07 -0.05  0.58  0.06  0.06  0.01 -0.21  0.07  0.25 -0.02
37 55.88  0.661  0.018 -0.003   0.43   0.77   0.71   0.11  -0.10  -0.34   0.01  0.00  0.70  0.02  0.05  0.01 -0.32  0.02  0.24  0.02
38 60.96  0.658  0.018 -0.007   0.35   0.65   0.58   0.11  -0.15  -0.39   0.03  0.01  0.78  0.06  0.00  0.00 -0.38  0.00  0.12 -0.01
39 66.04  0.658  0.020 -0.008   0.38   0.69   0.66   0.12  -0.14  -0.33   0.05  0.00  0.57  0.01  0.00 -0.02 -0.26  0.02  0.14  0.01
41 73.66  0.660  0.000 -0.012   0.44   0.00   0.76   0.00   0.00  -0.35   0.07  0.00  0.61  0.00  0.00  0.00 -0.27  0.00  0.16  0.00
