#
#            Case C.S1       Station=  8
#            X=  25.4 mm      Tunnel Run#= 671   Ue/Uref=   0.709      Date= 509.88  Time= 8.19
#            Bias Corrected data using 1/sqrt(U*U + V*V + W*W + (.01Ur)^2)
#
#                                |<---- normalized by 0.001 Ur^2 ----->|  |<-------------- normalized by 0.0001 Ur^3 -------------->|
#LR  Y(mm)  U/Ur   V/Ur   W/Ur    uu     vv     ww     uv     vw     uw     uuu   uvv   uww   vuu   vvv   vww   wuu   wvv   www   uvw
11  2.29  0.310 -0.007  0.157   5.71   2.53   6.93  -0.83   0.49  -0.56   1.08  0.08  0.33  0.04 -0.07  0.10 -0.05 -0.07 -0.17  0.13
12  2.54  0.314 -0.006  0.158   5.73   2.69   7.11  -0.83   0.71  -0.60   1.21  0.19  0.58  0.02 -0.18  0.13 -0.08  0.01  0.25  0.12
13  2.79  0.319 -0.007  0.156   5.57   2.84   7.13  -0.88   0.77  -0.52   0.86  0.20  0.56  0.03 -0.18  0.18 -0.27 -0.03  0.09  0.17
14  3.30  0.329 -0.006  0.155   5.71   3.05   7.19  -0.96   0.99  -0.86   1.00  0.21  0.48  0.10 -0.20  0.27 -0.26  0.04  0.19  0.10
15  3.81  0.339 -0.006  0.156   5.82   3.38   7.31  -1.07   1.16  -0.88   0.82  0.16  0.66 -0.02 -0.11  0.41 -0.20  0.13  0.05  0.06
16  4.32  0.343 -0.004  0.157   5.65   3.51   7.46  -1.06   1.32  -1.04   0.87  0.21  0.54 -0.03  0.07  0.49  0.04  0.29  0.16  0.04
17  4.83  0.347 -0.004  0.153   6.06   3.72   7.41  -1.31   1.52  -1.14   1.03  0.23  0.44 -0.07  0.00  0.35 -0.17  0.26  0.32  0.02
18  5.59  0.355 -0.003  0.152   6.30   3.89   7.40  -1.46   1.45  -1.11   0.97  0.17  0.46 -0.10  0.17  0.41 -0.08  0.24  0.31  0.11
19  6.35  0.364 -0.003  0.146   6.27   4.09   7.31  -1.58   1.60  -1.26   0.87  0.18  0.38 -0.12  0.21  0.36 -0.02  0.32  0.60  0.02
20  7.11  0.371 -0.002  0.145   6.69   4.25   7.14  -1.69   1.55  -1.36   0.58  0.03  0.46 -0.03  0.24  0.48 -0.13  0.33  0.27 -0.08
21  8.38  0.386  0.001  0.143   6.76   4.38   7.42  -1.97   1.72  -1.48   0.56 -0.12  0.31  0.03  0.44  0.53  0.13  0.53  0.54 -0.08
22 10.16  0.408  0.002  0.137   6.87   4.32   7.13  -1.99   1.58  -1.35   0.41 -0.07  0.23  0.02  0.41  0.40  0.07  0.42  0.29 -0.13
23 12.70  0.440  0.006  0.131   7.04   4.31   6.98  -1.85   1.69  -1.38   0.03 -0.23  0.04  0.07  0.61  0.45  0.11  0.46  0.61 -0.15
24 15.24  0.470  0.009  0.123   7.07   4.17   6.98  -2.05   1.59  -1.53  -0.51 -0.36 -0.25  0.33  0.50  0.24  0.30  0.35  0.21 -0.18
25 17.78  0.496  0.011  0.110   6.74   3.91   6.59  -1.77   1.52  -1.22  -0.70 -0.41 -0.19  0.43  0.51  0.55  0.17  0.41  0.63 -0.16
26 20.32  0.524  0.015  0.098   6.41   3.64   5.97  -1.68   1.42  -1.23  -0.97 -0.47 -0.25  0.44  0.68  0.48  0.35  0.40  0.59 -0.25
27 22.86  0.549  0.019  0.087   5.87   3.36   5.46  -1.50   1.11  -0.91  -0.94 -0.41 -0.30  0.51  0.68  0.49  0.35  0.44  0.80 -0.15
28 25.40  0.574  0.021  0.075   5.34   3.00   4.97  -1.33   1.05  -0.88  -1.17 -0.44 -0.47  0.47  0.55  0.54  0.31  0.41  1.00 -0.20
29 27.94  0.595  0.026  0.063   5.02   2.80   4.46  -1.31   0.93  -0.83  -1.41 -0.47 -0.42  0.58  0.69  0.53  0.46  0.39  0.92 -0.26
30 30.48  0.619  0.028  0.051   4.43   2.41   3.93  -1.05   0.84  -0.89  -1.48 -0.49 -0.46  0.51  0.67  0.54  0.40  0.44  0.94 -0.21
31 33.02  0.641  0.031  0.039   3.68   2.10   3.19  -0.90   0.65  -0.82  -1.61 -0.52 -0.64  0.62  0.64  0.48  0.61  0.38  1.14 -0.25
32 35.56  0.661  0.034  0.028   3.00   1.68   2.47  -0.69   0.55  -0.75  -1.70 -0.41 -0.51  0.57  0.58  0.42  0.51  0.38  0.98 -0.21
33 38.10  0.676  0.035  0.019   2.08   1.29   1.76  -0.53   0.36  -0.50  -1.26 -0.36 -0.42  0.43  0.48  0.33  0.46  0.24  0.80 -0.18
34 40.64  0.689  0.037  0.012   1.43   1.05   1.30  -0.34   0.27  -0.34  -0.92 -0.30 -0.28  0.30  0.50  0.28  0.34  0.25  0.65 -0.12
35 45.72  0.701  0.039  0.002   0.48   0.49   0.55  -0.10   0.08  -0.10  -0.21 -0.07 -0.04  0.09  0.14  0.08  0.08  0.08  0.16 -0.03
36 50.80  0.704  0.041 -0.002   0.18   0.26   0.26  -0.02   0.02   0.00  -0.02 -0.02  0.04  0.02  0.09  0.02  0.01  0.01  0.02  0.00
37 55.88  0.704  0.046 -0.004   0.10   0.43   0.23   0.00   0.00  -0.01   0.03  0.00  0.08  0.00  0.01  0.00 -0.01  0.00 -0.04  0.00
38 60.96  0.704  0.048 -0.003   0.09   0.41   0.23   0.00   0.00   0.01   0.03  0.00  0.10  0.00  0.01  0.00  0.00  0.00  0.00  0.00
39 66.04  0.703  0.000 -0.001   0.08   0.00   0.22   0.00   0.00   0.01   0.03  0.00  0.09  0.00  0.00  0.00  0.00  0.00  0.00  0.00
40 71.12  0.702  0.000  0.000   0.06   0.00   0.17   0.00   0.00   0.01   0.01  0.00  0.03  0.00  0.00  0.00  0.00  0.00  0.01  0.00
