#
#            Case C.S1       Station=  4
#            X= -152.4 mm      Tunnel Run#= 679   Ue/Uref=   0.904      Date= 509.88  Time=15.51
#            Bias Corrected data using 1/sqrt(U*U + V*V + W*W + (.01Ur)^2)
#
#                                |<---- normalized by 0.001 Ur^2 ----->|  |<-------------- normalized by 0.0001 Ur^3 -------------->|
#LR  Y(mm)  U/Ur   V/Ur   W/Ur    uu     vv     ww     uv     vw     uw     uuu   uvv   uww   vuu   vvv   vww   wuu   wvv   www   uvw
10  2.03  0.590 -0.012  0.194  10.69   4.02  11.68  -2.05   1.96  -4.20  -0.71 -0.61 -1.59  0.78  0.91  1.48  1.49  0.81  2.96 -0.67
11  2.29  0.601 -0.012  0.186  10.31   4.04  11.21  -2.10   1.89  -3.77  -1.28 -0.57 -1.61  0.93  0.46  1.36  1.50  0.79  3.07 -0.55
12  2.54  0.605 -0.009  0.184  10.07   4.19  10.89  -2.12   2.07  -3.87  -1.18 -0.61 -1.44  1.03  0.69  1.51  1.59  0.91  3.12 -0.72
13  2.79  0.614 -0.010  0.176   9.79   4.11  10.53  -2.12   1.88  -3.75  -1.33 -0.63 -1.30  1.09  0.76  1.38  1.40  0.85  2.81 -0.60
14  3.30  0.626 -0.007  0.168   9.86   4.27  10.78  -2.27   2.05  -3.97  -1.51 -0.48 -1.44  0.80  0.66  1.47  1.32  0.81  2.98 -0.54
15  3.81  0.637 -0.006  0.161   9.30   4.41  10.19  -2.07   2.05  -3.58  -0.99 -0.61 -1.06  0.84  0.88  1.30  1.14  0.96  2.72 -0.73
16  4.32  0.643 -0.006  0.157   9.12   4.47   9.86  -2.18   1.99  -3.55  -1.29 -0.63 -0.93  0.84  0.48  1.16  1.21  0.72  2.23 -0.63
17  4.83  0.651 -0.003  0.151   9.07   4.58   9.59  -2.24   2.16  -3.25  -1.25 -0.61 -0.82  0.91  0.79  1.09  1.07  0.93  2.69 -0.54
18  5.59  0.666 -0.002  0.146   8.80   4.61   9.34  -2.16   2.20  -3.00  -1.23 -0.54 -0.81  0.76  0.79  1.15  1.08  0.80  2.39 -0.46
19  6.35  0.677  0.000  0.140   8.44   4.76   9.30  -2.17   2.18  -2.95  -1.19 -0.62 -0.74  0.55  1.18  1.16  0.88  0.97  2.17 -0.62
20  7.11  0.686  0.002  0.137   8.08   4.48   9.04  -2.16   2.16  -2.84  -0.81 -0.43 -0.72  0.48  0.88  1.00  0.70  0.80  1.94 -0.40
21  8.38  0.702  0.004  0.127   7.75   4.37   8.41  -2.18   1.98  -2.35  -1.43 -0.46 -0.40  0.71  0.75  0.78  0.63  0.66  1.43 -0.34
22 10.16  0.728  0.009  0.115   7.67   4.16   7.92  -2.15   2.09  -2.33  -1.14 -0.59 -0.47  0.55  0.94  0.90  0.45  0.73  1.94 -0.28
23 12.70  0.759  0.013  0.092   6.74   3.60   6.80  -1.83   1.47  -1.89  -1.50 -0.68 -0.74  0.72  0.96  0.69  0.70  0.75  1.88 -0.39
24 15.24  0.789  0.019  0.074   5.93   3.09   5.88  -1.64   1.37  -1.74  -2.26 -0.75 -0.98  0.88  0.86  0.90  1.04  0.72  2.27 -0.47
25 17.78  0.825  0.024  0.054   4.90   2.36   4.65  -1.19   0.93  -1.54  -2.56 -0.68 -1.13  0.84  0.75  0.73  1.09  0.66  2.21 -0.41
26 20.32  0.853  0.029  0.036   3.65   1.90   3.36  -0.91   0.71  -1.14  -2.23 -0.63 -1.07  0.74  0.67  0.67  0.97  0.58  1.95 -0.41
27 22.86  0.875  0.034  0.022   2.35   1.40   2.14  -0.63   0.45  -0.71  -1.71 -0.53 -0.71  0.60  0.61  0.45  0.77  0.42  1.37 -0.29
28 25.40  0.895  0.037  0.011   1.21   0.89   1.15  -0.34   0.19  -0.31  -0.90 -0.31 -0.35  0.36  0.34  0.22  0.38  0.21  0.65 -0.14
29 27.94  0.899  0.040  0.004   0.56   0.56   0.61  -0.12   0.11  -0.14  -0.27 -0.11 -0.17  0.13  0.28  0.13  0.17  0.11  0.32 -0.07
30 30.48  0.907  0.042  0.001   0.24   0.31   0.30  -0.05   0.04  -0.03  -0.07 -0.03 -0.02  0.05  0.10  0.05  0.05  0.03  0.10 -0.02
31 33.02  0.906  0.044 -0.001   0.13   0.18   0.17  -0.02   0.01  -0.01  -0.02 -0.02  0.01  0.02  0.04  0.01  0.01  0.01  0.03  0.00
32 35.56  0.909  0.046 -0.002   0.08   0.13   0.14   0.00   0.00   0.00   0.00  0.00  0.00  0.00  0.02  0.01  0.00  0.00  0.01  0.00
33 38.10  0.909  0.048 -0.003   0.07   0.11   0.13   0.00   0.00   0.00   0.00  0.00  0.01  0.00  0.03  0.00  0.00  0.00  0.01  0.00
34 40.64  0.912  0.051 -0.002   0.06   0.11   0.12   0.00  -0.01   0.00   0.00  0.00  0.00  0.00  0.09  0.00  0.00  0.00  0.01  0.00
35 45.72  0.911  0.058 -0.003   0.06   0.10   0.12   0.00  -0.01   0.01   0.00  0.00  0.01  0.00  0.00  0.00  0.00  0.00  0.01  0.00
36 50.80  0.910  0.065 -0.005   0.07   0.13   0.19   0.00   0.00   0.04   0.01  0.00  0.03  0.00  0.07  0.00  0.02  0.00  0.05  0.00
37 55.88  0.922  0.074  0.015   0.03   0.42   0.11   0.00   0.00  -0.02   0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00
38 60.96  0.923  0.080  0.008   0.10   0.45   0.25   0.01   0.00   0.07   0.02  0.00  0.05  0.00  0.24  0.00  0.03  0.00  0.09  0.00
39 66.04  0.935  0.000  0.009   0.06   0.00   0.18   0.00   0.00   0.02   0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00
40 68.58  0.932  0.000  0.004   0.08   0.00   0.24   0.00   0.00   0.06   0.01  0.00  0.02  0.00  0.00  0.00  0.01  0.00  0.02  0.00
