# DNS of separated flow in a three-dimensional diffuser
# Reference:   Ohlsson et al., J. Fluid Mech. 650, 307-318 (2010)
# e-mail:      johan@mech.kth.se, pschlatt@mech.kth.se, henning@mech.kth.se
# Code:        nek5000, spectral-element, 11th order space, 3rd order time
# Domain size: Lx = [0 105.4], Ly = [0 1.0;4.0], Lz = [0 3.33;4.0]
# Elements:    Kx = 365, Ky = 10, Kz = 35 --> K_tot = 127 750
# Grid points: Nx = 4380, Ny = 120, Nz = 420 --> N_tot = 220 752 000
# 
# 
# x/H y/H z/B U/Ubulk V/Ubulk W/Ubulk k/Ubulk^2 uu/Ubulk^2 vv/Ubulk^2 ww/Ubulk^2 uv/Ubulk^2 uw/Ubulk^2 vw/Ubulk^2
-1.9750618 0.3594606 1.6751968 1.1998087 0.0025686 -0.0013693 0.0100989 0.0050662 0.0023206 0.0027122 -0.0011940 -0.0000434 -0.0000050 
-1.9750618 0.3738602 1.6751968 1.2061820 0.0024028 -0.0009258 0.0095760 0.0047174 0.0022719 0.0025866 -0.0010720 -0.0000958 0.0000347 
-1.9750618 0.3918862 1.6751968 1.2136176 0.0022189 -0.0007043 0.0090007 0.0043214 0.0022071 0.0024722 -0.0009278 -0.0001387 0.0000653 
-1.9750618 0.4122012 1.6751968 1.2205380 0.0018774 -0.0005195 0.0085197 0.0040283 0.0021339 0.0023574 -0.0007798 -0.0001533 0.0000870 
-1.9750618 0.4332986 1.6751968 1.2258716 0.0013582 -0.0003719 0.0081427 0.0038357 0.0020704 0.0022366 -0.0006275 -0.0001155 0.0000923 
-1.9750618 0.4536137 1.6751968 1.2293330 0.0009244 -0.0002061 0.0078889 0.0037194 0.0020227 0.0021468 -0.0004687 -0.0000893 0.0000789 
-1.9750618 0.4716397 1.6751968 1.2312813 0.0006889 -0.0000108 0.0076922 0.0036070 0.0020038 0.0020814 -0.0003119 -0.0000946 0.0000630 
-1.9750618 0.4860393 1.6751968 1.2324280 0.0005051 0.0000377 0.0075890 0.0035351 0.0019921 0.0020619 -0.0001737 -0.0000940 0.0000583 
-1.9750618 0.4957434 1.6751968 1.2329328 0.0003648 0.0000577 0.0075447 0.0034990 0.0019831 0.0020626 -0.0000754 -0.0000853 0.0000566 
-1.9750618 0.4999999 1.6751968 1.2330933 0.0003023 0.0000475 0.0075332 0.0034886 0.0019788 0.0020658 -0.0000328 -0.0000804 0.0000553 
-1.9750618 0.4999999 1.6751968 1.2330933 0.0003023 0.0000475 0.0075332 0.0034886 0.0019788 0.0020658 -0.0000328 -0.0000804 0.0000553 
-1.9750618 0.5042564 1.6751968 1.2331972 0.0002367 0.0000376 0.0075233 0.0034823 0.0019744 0.0020666 0.0000105 -0.0000770 0.0000551 
-1.9750618 0.5139605 1.6751968 1.2332547 0.0000941 -0.0000811 0.0075226 0.0034777 0.0019667 0.0020782 0.0001080 -0.0000671 0.0000529 
-1.9750618 0.5283602 1.6751968 1.2326585 -0.0001057 -0.0002448 0.0075657 0.0034951 0.0019658 0.0021048 0.0002340 -0.0000585 0.0000496 
-1.9750618 0.5463861 1.6751968 1.2304432 -0.0002996 -0.0002324 0.0076952 0.0035711 0.0019883 0.0021358 0.0003665 -0.0000418 0.0000294 
-1.9750618 0.5667012 1.6751968 1.2263592 -0.0005950 0.0000831 0.0079320 0.0037022 0.0020332 0.0021966 0.0005133 -0.0000439 0.0000076 
-1.9750618 0.5877986 1.6751968 1.2205821 -0.0009242 0.0001729 0.0083230 0.0039158 0.0020897 0.0023176 0.0006868 -0.0000989 0.0000077 
-1.9750618 0.6081136 1.6751968 1.2136267 -0.0010023 0.0001082 0.0088841 0.0042780 0.0021452 0.0024609 0.0008639 -0.0001598 0.0000213 
-1.9750618 0.6261396 1.6751968 1.2063600 -0.0009929 0.0001173 0.0094598 0.0046199 0.0022045 0.0026354 0.0010065 -0.0002014 0.0000236 
-1.9750618 0.6405392 1.6751968 1.1998072 -0.0010627 -0.0001390 0.0099708 0.0049356 0.0022755 0.0027597 0.0011229 -0.0002099 0.0000190 
-1.9750618 0.6502433 1.6751968 1.1951292 -0.0011246 -0.0004394 0.0103079 0.0051342 0.0023322 0.0028415 0.0011981 -0.0001947 0.0000133 
-1.9750618 0.6544999 1.6751968 1.1930015 -0.0011618 -0.0005956 0.0104568 0.0052253 0.0023583 0.0028732 0.0012348 -0.0001826 0.0000142 
-1.9750618 0.6544999 1.6751968 1.1930015 -0.0011618 -0.0005956 0.0104568 0.0052253 0.0023583 0.0028732 0.0012348 -0.0001826 0.0000142 
-1.9750618 0.6583405 1.6751968 1.1910816 -0.0011989 -0.0007037 0.0105864 0.0053019 0.0023823 0.0029022 0.0012636 -0.0001719 0.0000131 
-1.9750618 0.6670961 1.6751968 1.1866919 -0.0012727 -0.0009411 0.0109022 0.0054880 0.0024394 0.0029748 0.0013306 -0.0001453 0.0000126 
-1.9750618 0.6800884 1.6751968 1.1801199 -0.0013569 -0.0012300 0.0114063 0.0057753 0.0025283 0.0031026 0.0014180 -0.0001118 0.0000049 
-1.9750618 0.6963525 1.6751968 1.1712806 -0.0013561 -0.0013951 0.0121194 0.0062069 0.0026335 0.0032790 0.0015425 -0.0000578 -0.0000114 
-1.9750618 0.7146822 1.6751968 1.1603920 -0.0013491 -0.0012498 0.0129122 0.0067029 0.0027388 0.0034705 0.0017113 -0.0000280 -0.0000171 
-1.9750618 0.7337176 1.6751968 1.1484660 -0.0012533 -0.0012988 0.0137298 0.0072026 0.0028466 0.0036806 0.0019160 -0.0000308 -0.0000131 
-1.9750618 0.7520472 1.6751968 1.1364638 -0.0010217 -0.0018303 0.0144429 0.0076335 0.0029475 0.0038619 0.0021037 -0.0000158 -0.0000269 
-1.9750618 0.7683114 1.6751968 1.1251066 -0.0009004 -0.0024839 0.0151361 0.0080091 0.0030439 0.0040831 0.0022463 -0.0000060 -0.0000488 
-1.9750618 0.7813036 1.6751968 1.1151977 -0.0007976 -0.0030240 0.0158301 0.0084165 0.0031285 0.0042851 0.0023577 -0.0000107 -0.0000620 
-1.9750618 0.7900593 1.6751968 1.1080070 -0.0006326 -0.0033086 0.0163200 0.0087312 0.0031853 0.0044035 0.0024362 -0.0000203 -0.0000589 
-1.9750618 0.7938999 1.6751968 1.1047702 -0.0005572 -0.0033844 0.0165208 0.0088602 0.0032099 0.0044507 0.0024676 -0.0000250 -0.0000524 
-1.9750618 0.7938999 1.6751968 1.1047702 -0.0005572 -0.0033844 0.0165208 0.0088602 0.0032099 0.0044507 0.0024676 -0.0000250 -0.0000524 
-1.9750618 0.7969469 1.6751968 1.1021572 -0.0004969 -0.0034123 0.0166895 0.0089687 0.0032304 0.0044905 0.0024973 -0.0000248 -0.0000456 
-1.9750618 0.8038937 1.6751968 1.0959922 -0.0003637 -0.0033387 0.0170461 0.0091752 0.0032822 0.0045887 0.0025587 -0.0000273 -0.0000285 
-1.9750618 0.8142018 1.6751968 1.0866913 -0.0001690 -0.0028956 0.0175297 0.0094060 0.0033783 0.0047453 0.0026507 -0.0000248 -0.0000099 
-1.9750618 0.8271058 1.6751968 1.0749998 0.0000100 -0.0021215 0.0181095 0.0096591 0.0034990 0.0049514 0.0027282 -0.0000855 0.0000025 
-1.9750618 0.8416485 1.6751968 1.0618386 0.0001570 -0.0009351 0.0187753 0.0099737 0.0036229 0.0051786 0.0028024 -0.0001316 0.0000134 
-1.9750618 0.8567513 1.6751968 1.0473944 0.0003132 0.0003472 0.0195733 0.0104207 0.0037064 0.0054463 0.0028866 -0.0001918 0.0000347 
-1.9750618 0.8712940 1.6751968 1.0321457 0.0004186 0.0006222 0.0204110 0.0108861 0.0037484 0.0057764 0.0029414 -0.0002675 0.0000319 
-1.9750618 0.8841980 1.6751968 1.0170335 0.0006217 0.0003913 0.0211452 0.0113664 0.0037737 0.0060051 0.0029604 -0.0002564 0.0000131 
-1.9750618 0.8945060 1.6751968 1.0031221 0.0009970 0.0005152 0.0218276 0.0118501 0.0037563 0.0062212 0.0029955 -0.0001548 -0.0000150 
-1.9750618 0.9014528 1.6751968 0.9927133 0.0013005 0.0006175 0.0223325 0.0122146 0.0037188 0.0063991 0.0030144 -0.0001010 -0.0000348 
-1.9750618 0.9044999 1.6751968 0.9879154 0.0014158 0.0006151 0.0225791 0.0124012 0.0037019 0.0064760 0.0030202 -0.0000849 -0.0000420 
-1.9750618 0.9044999 1.6751968 0.9879154 0.0014158 0.0006151 0.0225791 0.0124012 0.0037019 0.0064760 0.0030202 -0.0000849 -0.0000420 
-1.9750618 0.9064566 1.6751968 0.9847727 0.0014773 0.0005648 0.0227448 0.0125291 0.0036923 0.0065234 0.0030213 -0.0000730 -0.0000441 
-1.9750618 0.9109177 1.6751968 0.9773727 0.0015827 0.0003809 0.0231506 0.0128570 0.0036744 0.0066193 0.0030295 -0.0000557 -0.0000433 
-1.9750618 0.9175373 1.6751968 0.9657267 0.0016718 -0.0001251 0.0238528 0.0134608 0.0036494 0.0067427 0.0030508 -0.0000259 -0.0000273 
-1.9750618 0.9258240 1.6751968 0.9498106 0.0016752 -0.0009033 0.0249074 0.0144134 0.0035837 0.0069103 0.0030807 0.0000355 -0.0000002 
-1.9750618 0.9351631 1.6751968 0.9286776 0.0014019 -0.0015513 0.0263987 0.0158552 0.0034081 0.0071354 0.0030957 0.0000842 -0.0000010 
-1.9750618 0.9448617 1.6751968 0.9009014 0.0008543 -0.0021738 0.0281345 0.0178131 0.0030877 0.0072337 0.0030918 0.0000342 -0.0000151 
-1.9750618 0.9542007 1.6751968 0.8647705 0.0003384 -0.0028374 0.0301881 0.0204049 0.0026483 0.0071349 0.0030711 -0.0000979 -0.0000003 
-1.9750618 0.9624875 1.6751968 0.8205978 -0.0000273 -0.0028849 0.0323870 0.0235066 0.0021452 0.0067352 0.0030416 -0.0002267 0.0000188 
-1.9750618 0.9691071 1.6751968 0.7720873 -0.0002676 -0.0023169 0.0340449 0.0261850 0.0016750 0.0061848 0.0029120 -0.0003538 0.0000145 
-1.9750618 0.9735681 1.6751968 0.7282372 -0.0003940 -0.0018621 0.0348476 0.0277293 0.0013358 0.0057825 0.0027287 -0.0004028 -0.0000070 
-1.9750618 0.9755249 1.6751968 0.7049709 -0.0004360 -0.0017084 0.0349473 0.0281688 0.0011843 0.0055941 0.0026071 -0.0003969 -0.0000186 
-1.9750618 0.9755249 1.6751968 0.7049709 -0.0004360 -0.0017084 0.0349473 0.0281688 0.0011843 0.0055941 0.0026071 -0.0003969 -0.0000186 
-1.9750618 0.9761992 1.6751968 0.6962473 -0.0004475 -0.0016606 0.0349294 0.0282730 0.0011318 0.0055245 0.0025592 -0.0003916 -0.0000222 
-1.9750618 0.9777365 1.6751968 0.6748586 -0.0004673 -0.0015606 0.0347611 0.0283970 0.0010117 0.0053524 0.0024364 -0.0003739 -0.0000294 
-1.9750618 0.9800176 1.6751968 0.6387514 -0.0004773 -0.0014269 0.0341050 0.0282202 0.0008333 0.0050514 0.0022159 -0.0003358 -0.0000359 
-1.9750618 0.9828732 1.6751968 0.5847523 -0.0004534 -0.0012622 0.0323612 0.0271661 0.0006149 0.0045803 0.0018718 -0.0002725 -0.0000351 
-1.9750618 0.9860913 1.6751968 0.5095261 -0.0003774 -0.0010477 0.0286631 0.0243528 0.0003886 0.0039217 0.0013967 -0.0001802 -0.0000238 
-1.9750618 0.9894335 1.6751968 0.4124363 -0.0002597 -0.0007654 0.0222689 0.0189777 0.0001969 0.0030943 0.0008496 -0.0000790 -0.0000100 
-1.9750618 0.9926516 1.6751968 0.3000432 -0.0001397 -0.0004639 0.0137773 0.0115786 0.0000718 0.0021268 0.0003695 -0.0000063 -0.0000036 
-1.9750618 0.9955072 1.6751968 0.1877366 -0.0000554 -0.0002264 0.0060297 0.0048818 0.0000155 0.0011324 0.0000950 0.0000150 -0.0000014 
-1.9750618 0.9977883 1.6751968 0.0931933 -0.0000140 -0.0000836 0.0016020 0.0012272 0.0000013 0.0003734 0.0000111 0.0000071 -0.0000003 
-1.9750618 0.9993256 1.6751968 0.0284928 -0.0000014 -0.0000190 0.0001589 0.0001156 0.0000000 0.0000433 0.0000003 0.0000008 -0.0000000 
-1.9750618 0.9999999 1.6751968 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 
