# DNS of separated flow in a three-dimensional diffuser
# Reference:   Ohlsson et al., J. Fluid Mech. 650, 307-318 (2010)
# e-mail:      johan@mech.kth.se, pschlatt@mech.kth.se, henning@mech.kth.se
# Code:        nek5000, spectral-element, 11th order space, 3rd order time
# Domain size: Lx = [0 105.4], Ly = [0 1.0;4.0], Lz = [0 3.33;4.0]
# Elements:    Kx = 365, Ky = 10, Kz = 35 --> K_tot = 127 750
# Grid points: Nx = 4380, Ny = 120, Nz = 420 --> N_tot = 220 752 000
# 
# 
# x/H y/H z/B U/Ubulk V/Ubulk W/Ubulk k/Ubulk^2 uu/Ubulk^2 vv/Ubulk^2 ww/Ubulk^2 uv/Ubulk^2 uw/Ubulk^2 vw/Ubulk^2
12.0249424 0.1277321 1.6692741 0.3919340 0.0056434 0.0008575 0.0202658 0.0105422 0.0027485 0.0069752 -0.0014766 0.0007056 0.0001147 
12.0249424 0.1559487 1.6692741 0.4053576 0.0057761 -0.0003656 0.0211788 0.0108440 0.0031792 0.0071556 -0.0017393 0.0009813 0.0001297 
12.0249424 0.1877486 1.6692741 0.4177515 0.0062848 -0.0006226 0.0225370 0.0116872 0.0035103 0.0073395 -0.0018165 0.0011603 0.0001890 
12.0249424 0.2207731 1.6692741 0.4312305 0.0079158 -0.0002836 0.0229250 0.0118873 0.0037514 0.0072864 -0.0018506 0.0010143 0.0001829 
12.0249424 0.2525729 1.6692741 0.4458186 0.0100742 0.0005437 0.0226680 0.0115705 0.0039280 0.0071695 -0.0019608 0.0008059 0.0000117 
12.0249424 0.2807895 1.6692741 0.4588553 0.0112962 0.0019905 0.0224643 0.0114604 0.0040363 0.0069675 -0.0019827 0.0007819 -0.0000889 
12.0249424 0.3033298 1.6692741 0.4702007 0.0119436 0.0029039 0.0223975 0.0115147 0.0040545 0.0068283 -0.0019148 0.0007195 -0.0000675 
12.0249424 0.3185200 1.6692741 0.4777202 0.0122745 0.0032197 0.0224294 0.0114771 0.0040853 0.0068670 -0.0018876 0.0006969 -0.0000050 
12.0249424 0.3251829 1.6692741 0.4810291 0.0124377 0.0033222 0.0225667 0.0115603 0.0041161 0.0068903 -0.0018865 0.0006720 0.0000012 
12.0249424 0.3251829 1.6692741 0.4810291 0.0124377 0.0033222 0.0225667 0.0115603 0.0041161 0.0068903 -0.0018865 0.0006720 0.0000012 
12.0249424 0.3355583 1.6692741 0.4857807 0.0127017 0.0039062 0.0226872 0.0115440 0.0041701 0.0069731 -0.0019087 0.0006746 0.0000681 
12.0249424 0.3592125 1.6692741 0.4970476 0.0133561 0.0058536 0.0231479 0.0118914 0.0042837 0.0069728 -0.0020271 0.0004920 0.0002412 
12.0249424 0.3943122 1.6692741 0.5139096 0.0143198 0.0082437 0.0234759 0.0122948 0.0043756 0.0068055 -0.0022460 0.0003819 0.0003372 
12.0249424 0.4382510 1.6692741 0.5350772 0.0158000 0.0082030 0.0241282 0.0129780 0.0043866 0.0067636 -0.0024344 0.0003155 0.0001185 
12.0249424 0.4877696 1.6692741 0.5590065 0.0175207 0.0104158 0.0249460 0.0132848 0.0046448 0.0070164 -0.0026749 0.0002936 -0.0000052 
12.0249424 0.5391953 1.6692741 0.5828015 0.0190304 0.0108312 0.0255449 0.0134401 0.0050446 0.0070603 -0.0030023 0.0002865 0.0000960 
12.0249424 0.5887140 1.6692741 0.6058162 0.0198099 0.0092563 0.0257755 0.0135202 0.0053498 0.0069055 -0.0031247 -0.0000442 0.0002170 
12.0249424 0.6326528 1.6692741 0.6271954 0.0201757 0.0090714 0.0259020 0.0134673 0.0056387 0.0067961 -0.0029360 -0.0002372 0.0001659 
12.0249424 0.6677524 1.6692741 0.6449105 0.0203855 0.0070563 0.0252770 0.0128325 0.0057806 0.0066639 -0.0025502 -0.0002284 0.0000146 
12.0249424 0.6914067 1.6692741 0.6577219 0.0202153 0.0062059 0.0248306 0.0123090 0.0059158 0.0066059 -0.0024031 -0.0002223 -0.0000334 
12.0249424 0.7017821 1.6692741 0.6634095 0.0201425 0.0056834 0.0247640 0.0122367 0.0059455 0.0065817 -0.0022587 -0.0001610 -0.0000369 
12.0249424 0.7017821 1.6692741 0.6634095 0.0201425 0.0056834 0.0247640 0.0122367 0.0059455 0.0065817 -0.0022587 -0.0001610 -0.0000369 
12.0249424 0.7148593 1.6692741 0.6692498 0.0198892 0.0057473 0.0244930 0.0121966 0.0059544 0.0063420 -0.0022022 -0.0000989 -0.0000526 
12.0249424 0.7446730 1.6692741 0.6839852 0.0193574 0.0064431 0.0238668 0.0118581 0.0060012 0.0060074 -0.0019846 -0.0000414 -0.0001514 
12.0249424 0.7889125 1.6692741 0.7025431 0.0193472 0.0103906 0.0236893 0.0116831 0.0061789 0.0058273 -0.0016283 -0.0002424 -0.0002167 
12.0249424 0.8442929 1.6692741 0.7236016 0.0198397 0.0129880 0.0234929 0.0113163 0.0065690 0.0056076 -0.0010653 -0.0006147 -0.0004879 
12.0249424 0.9067062 1.6692741 0.7413931 0.0198907 0.0159456 0.0242204 0.0118322 0.0068990 0.0054891 -0.0002091 -0.0010055 -0.0004844 
12.0249424 0.9715230 1.6692741 0.7518095 0.0199738 0.0161078 0.0249940 0.0121407 0.0074622 0.0053912 0.0007298 -0.0006238 -0.0004218 
12.0249424 1.0339361 1.6692741 0.7513039 0.0204595 0.0139866 0.0264545 0.0126057 0.0080665 0.0057823 0.0018060 -0.0003586 -0.0003143 
12.0249424 1.0893165 1.6692741 0.7423294 0.0205787 0.0169099 0.0294254 0.0144038 0.0084764 0.0065452 0.0028447 -0.0006318 -0.0004073 
12.0249424 1.1335560 1.6692741 0.7313579 0.0210093 0.0193931 0.0322845 0.0160789 0.0090065 0.0071991 0.0036956 -0.0011703 -0.0009373 
12.0249424 1.1633697 1.6692741 0.7189838 0.0217990 0.0195526 0.0339509 0.0167551 0.0093027 0.0078931 0.0042927 -0.0011059 -0.0010037 
12.0249424 1.1764469 1.6692741 0.7131520 0.0220211 0.0189775 0.0353753 0.0174411 0.0094283 0.0085058 0.0046676 -0.0010642 -0.0009832 
12.0249424 1.1764469 1.6692741 0.7131520 0.0220211 0.0189775 0.0353753 0.0174411 0.0094283 0.0085058 0.0046676 -0.0010642 -0.0009832 
12.0249424 1.1909406 1.6692741 0.7064043 0.0218812 0.0182105 0.0354410 0.0175690 0.0095472 0.0083248 0.0049586 -0.0010162 -0.0010123 
12.0249424 1.2239838 1.6692741 0.6904026 0.0230528 0.0179640 0.0371508 0.0184216 0.0099796 0.0087496 0.0057302 -0.0008541 -0.0007875 
12.0249424 1.2730154 1.6692741 0.6657302 0.0230899 0.0189870 0.0406948 0.0203054 0.0106912 0.0096982 0.0068458 -0.0011365 -0.0005033 
12.0249424 1.3343947 1.6692741 0.6321413 0.0221064 0.0202929 0.0450818 0.0233203 0.0110321 0.0107294 0.0080197 -0.0017362 -0.0005626 
12.0249424 1.4035686 1.6692741 0.5880370 0.0207475 0.0182333 0.0495498 0.0261402 0.0116466 0.0117630 0.0088765 -0.0021031 -0.0004952 
12.0249424 1.4754065 1.6692741 0.5399667 0.0172194 0.0194478 0.0538266 0.0280998 0.0126023 0.0131244 0.0093924 -0.0025592 -0.0002426 
12.0249424 1.5445806 1.6692741 0.4951267 0.0161856 0.0200832 0.0554266 0.0296397 0.0124405 0.0133465 0.0091546 -0.0027727 -0.0002798 
12.0249424 1.6059598 1.6692741 0.4553638 0.0177337 0.0162165 0.0566914 0.0304742 0.0128673 0.0133499 0.0091918 -0.0021656 0.0003983 
12.0249424 1.6549913 1.6692741 0.4238476 0.0168287 0.0130872 0.0595829 0.0313025 0.0137288 0.0145516 0.0095416 -0.0014483 0.0010007 
12.0249424 1.6880344 1.6692741 0.4018534 0.0152625 0.0113036 0.0594768 0.0307731 0.0137286 0.0149751 0.0092579 -0.0017130 0.0014109 
12.0249424 1.7025282 1.6692741 0.3914534 0.0148472 0.0133830 0.0616739 0.0321193 0.0137624 0.0157922 0.0095379 -0.0017651 0.0016311 
12.0249424 1.7025282 1.6692741 0.3914534 0.0148472 0.0133830 0.0616739 0.0321193 0.0137624 0.0157922 0.0095379 -0.0017651 0.0016311 
12.0249424 1.7170219 1.6692741 0.3809051 0.0140838 0.0123188 0.0597513 0.0310442 0.0135997 0.0151073 0.0092781 -0.0017395 0.0017584 
12.0249424 1.7500651 1.6692741 0.3580501 0.0105374 0.0115512 0.0594727 0.0308714 0.0135201 0.0150811 0.0091917 -0.0016916 0.0019612 
12.0249424 1.7990967 1.6692741 0.3255353 0.0068126 0.0135194 0.0600755 0.0316016 0.0133820 0.0150919 0.0094187 -0.0020424 0.0020517 
12.0249424 1.8604760 1.6692741 0.2881274 0.0037300 0.0130942 0.0600191 0.0324678 0.0130940 0.0144573 0.0097361 -0.0023514 0.0017604 
12.0249424 1.9296499 1.6692741 0.2488334 0.0006133 0.0141699 0.0573871 0.0319737 0.0127044 0.0127089 0.0097763 -0.0029211 0.0012282 
12.0249424 2.0014875 1.6692741 0.2107233 -0.0018952 0.0161973 0.0542721 0.0299749 0.0121103 0.0121868 0.0094089 -0.0032614 0.0006782 
12.0249424 2.0706615 1.6692741 0.1780376 -0.0039464 0.0147666 0.0542009 0.0307061 0.0119317 0.0115631 0.0097284 -0.0031407 0.0009266 
12.0249424 2.1320410 1.6692741 0.1514632 -0.0050433 0.0168457 0.0525826 0.0301504 0.0114649 0.0109673 0.0094579 -0.0030080 0.0010170 
12.0249424 2.1810725 1.6692741 0.1305933 -0.0061517 0.0145063 0.0513500 0.0288948 0.0113036 0.0111517 0.0087568 -0.0032370 0.0005711 
12.0249424 2.2141156 1.6692741 0.1182295 -0.0073172 0.0091028 0.0500030 0.0286173 0.0109073 0.0104784 0.0083263 -0.0033021 0.0004127 
12.0249424 2.2286093 1.6692741 0.1148216 -0.0078007 0.0097902 0.0506996 0.0286131 0.0107674 0.0113191 0.0082224 -0.0033863 0.0005461 
12.0249424 2.2286093 1.6692741 0.1148216 -0.0078007 0.0097902 0.0506996 0.0286131 0.0107674 0.0113191 0.0082224 -0.0033863 0.0005461 
12.0249424 2.2416866 1.6692741 0.1085733 -0.0084417 0.0091767 0.0484447 0.0273790 0.0105718 0.0104939 0.0078056 -0.0035891 0.0005988 
12.0249424 2.2715001 1.6692741 0.0959497 -0.0105412 0.0087930 0.0474736 0.0268768 0.0101011 0.0104956 0.0072369 -0.0035846 0.0006764 
12.0249424 2.3157396 1.6692741 0.0804360 -0.0128731 0.0065107 0.0440948 0.0250902 0.0095862 0.0094183 0.0065789 -0.0034824 0.0004583 
12.0249424 2.3711200 1.6692741 0.0616500 -0.0147122 0.0073170 0.0405940 0.0216788 0.0092536 0.0096616 0.0060968 -0.0031764 -0.0003747 
12.0249424 2.4335332 1.6692741 0.0437294 -0.0133949 0.0061584 0.0370447 0.0197560 0.0084562 0.0088324 0.0058304 -0.0031241 -0.0009990 
12.0249424 2.4983501 1.6692741 0.0220120 -0.0130459 0.0027354 0.0336596 0.0180320 0.0075510 0.0080765 0.0051008 -0.0038454 -0.0005143 
12.0249424 2.5607634 1.6692741 0.0033301 -0.0145093 0.0033741 0.0314723 0.0161428 0.0068676 0.0084619 0.0047104 -0.0029736 0.0000625 
12.0249424 2.6161439 1.6692741 -0.0081692 -0.0137599 0.0060464 0.0284654 0.0143787 0.0066482 0.0074385 0.0040548 -0.0020238 0.0002875 
12.0249424 2.6603835 1.6692741 -0.0167189 -0.0132782 0.0066052 0.0265994 0.0131580 0.0064543 0.0069871 0.0039730 -0.0018128 0.0006409 
12.0249424 2.6901970 1.6692741 -0.0202459 -0.0132027 0.0039522 0.0258756 0.0126253 0.0061940 0.0070562 0.0040453 -0.0016996 0.0007074 
12.0249424 2.7032740 1.6692741 -0.0240578 -0.0134845 0.0037665 0.0258228 0.0125454 0.0061194 0.0071579 0.0041370 -0.0017796 0.0005927 
12.0249424 2.7032740 1.6692741 -0.0240578 -0.0134845 0.0037665 0.0258228 0.0125454 0.0061194 0.0071579 0.0041370 -0.0017796 0.0005927 
12.0249424 2.7136495 1.6692741 -0.0248307 -0.0133453 0.0030258 0.0250273 0.0121372 0.0060123 0.0068778 0.0041241 -0.0017221 0.0005402 
12.0249424 2.7373037 1.6692741 -0.0288758 -0.0131632 0.0024240 0.0240532 0.0116646 0.0058318 0.0065568 0.0041941 -0.0020597 0.0003042 
12.0249424 2.7724037 1.6692741 -0.0337996 -0.0123282 0.0013123 0.0228688 0.0111191 0.0057091 0.0060406 0.0042458 -0.0022251 0.0000140 
12.0249424 2.8163424 1.6692741 -0.0413662 -0.0134857 -0.0035149 0.0216706 0.0105843 0.0053309 0.0057555 0.0038213 -0.0021331 -0.0002151 
12.0249424 2.8658609 1.6692741 -0.0481166 -0.0153410 -0.0090387 0.0200320 0.0100392 0.0047143 0.0052785 0.0033329 -0.0018738 -0.0005667 
12.0249424 2.9172869 1.6692741 -0.0542544 -0.0157756 -0.0134363 0.0191345 0.0094357 0.0042301 0.0054687 0.0030407 -0.0019720 -0.0008211 
12.0249424 2.9668055 1.6692741 -0.0622711 -0.0173574 -0.0139526 0.0163117 0.0079176 0.0036069 0.0047873 0.0023808 -0.0013771 -0.0003998 
12.0249424 3.0107441 1.6692741 -0.0684219 -0.0185764 -0.0105880 0.0141647 0.0069380 0.0032624 0.0039643 0.0019282 -0.0008588 -0.0001104 
12.0249424 3.0458438 1.6692741 -0.0733014 -0.0187913 -0.0084137 0.0127515 0.0060147 0.0029180 0.0038189 0.0018156 -0.0006268 0.0001333 
12.0249424 3.0694981 1.6692741 -0.0768960 -0.0192761 -0.0068031 0.0118942 0.0054098 0.0027332 0.0037511 0.0016796 -0.0005621 0.0002855 
12.0249424 3.0798736 1.6692741 -0.0790823 -0.0194613 -0.0060975 0.0115808 0.0052067 0.0026694 0.0037047 0.0015749 -0.0005455 0.0002924 
12.0249424 3.0798736 1.6692741 -0.0790823 -0.0194613 -0.0060975 0.0115808 0.0052067 0.0026694 0.0037047 0.0015749 -0.0005455 0.0002924 
12.0249424 3.0865364 1.6692741 -0.0799889 -0.0195517 -0.0055803 0.0113856 0.0051196 0.0026374 0.0036285 0.0015174 -0.0005365 0.0003153 
12.0249424 3.1017268 1.6692741 -0.0820109 -0.0197178 -0.0045499 0.0110967 0.0049092 0.0026207 0.0035667 0.0013907 -0.0004841 0.0002878 
12.0249424 3.1242671 1.6692741 -0.0853534 -0.0197170 -0.0038229 0.0105180 0.0044918 0.0026284 0.0033978 0.0011900 -0.0004515 0.0002292 
12.0249424 3.1524835 1.6692741 -0.0890445 -0.0197715 -0.0036605 0.0099120 0.0040441 0.0025804 0.0032875 0.0009797 -0.0006087 0.0001301 
12.0249424 3.1842833 1.6692741 -0.0925893 -0.0203225 -0.0049403 0.0093964 0.0035479 0.0024122 0.0034362 0.0008379 -0.0007642 0.0000280 
12.0249424 3.2173078 1.6692741 -0.0953287 -0.0203863 -0.0058571 0.0090576 0.0031641 0.0021183 0.0037752 0.0007800 -0.0007307 -0.0000903 
12.0249424 3.2491076 1.6692741 -0.0951674 -0.0193695 -0.0046580 0.0083872 0.0029150 0.0017149 0.0037573 0.0007277 -0.0007680 -0.0001507 
12.0249424 3.2773244 1.6692741 -0.0918243 -0.0181407 -0.0030875 0.0077498 0.0028081 0.0013540 0.0035878 0.0006614 -0.0007777 -0.0001498 
12.0249424 3.2998648 1.6692741 -0.0871401 -0.0171117 -0.0015507 0.0074634 0.0027706 0.0010786 0.0036143 0.0005820 -0.0007148 -0.0001355 
12.0249424 3.3150549 1.6692741 -0.0831614 -0.0162948 -0.0001592 0.0071790 0.0027278 0.0008730 0.0035782 0.0005049 -0.0006332 -0.0001093 
12.0249424 3.3217177 1.6692741 -0.0812036 -0.0158837 0.0004445 0.0070451 0.0027048 0.0007878 0.0035525 0.0004733 -0.0005723 -0.0000928 
12.0249424 3.3217177 1.6692741 -0.0812036 -0.0158837 0.0004445 0.0070451 0.0027048 0.0007878 0.0035525 0.0004733 -0.0005723 -0.0000928 
12.0249424 3.3240137 1.6692741 -0.0804379 -0.0157138 0.0006580 0.0069856 0.0026974 0.0007587 0.0035296 0.0004617 -0.0005523 -0.0000871 
12.0249424 3.3292482 1.6692741 -0.0785802 -0.0153026 0.0011449 0.0068431 0.0026849 0.0006942 0.0034641 0.0004377 -0.0004999 -0.0000736 
12.0249424 3.3370154 1.6692741 -0.0753775 -0.0146117 0.0018321 0.0065962 0.0026680 0.0006005 0.0033276 0.0004060 -0.0004087 -0.0000506 
12.0249424 3.3467388 1.6692741 -0.0704043 -0.0136026 0.0024988 0.0062091 0.0026302 0.0004839 0.0030950 0.0003701 -0.0002754 -0.0000261 
12.0249424 3.3576970 1.6692741 -0.0633222 -0.0122514 0.0029012 0.0056458 0.0025213 0.0003531 0.0027714 0.0003394 -0.0000935 -0.0000113 
12.0249424 3.3690772 1.6692741 -0.0541195 -0.0105518 0.0029678 0.0048356 0.0022578 0.0002242 0.0023536 0.0003106 0.0000969 -0.0000088 
12.0249424 3.3800354 1.6692741 -0.0429259 -0.0084886 0.0028999 0.0036958 0.0017702 0.0001210 0.0018045 0.0002633 0.0001922 -0.0000088 
12.0249424 3.3897588 1.6692741 -0.0298063 -0.0059701 0.0025967 0.0022107 0.0010674 0.0000526 0.0010908 0.0001752 0.0001504 -0.0000031 
12.0249424 3.3975260 1.6692741 -0.0161748 -0.0032479 0.0017149 0.0007913 0.0003840 0.0000151 0.0003922 0.0000687 0.0000607 0.0000032 
12.0249424 3.4027605 1.6692741 -0.0052304 -0.0010479 0.0006143 0.0000953 0.0000466 0.0000018 0.0000470 0.0000090 0.0000082 0.0000012 
12.0249424 3.4050565 1.6692741 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 
