# DNS of separated flow in a three-dimensional diffuser
# Reference:   Ohlsson et al., J. Fluid Mech. 650, 307-318 (2010)
# e-mail:      johan@mech.kth.se, pschlatt@mech.kth.se, henning@mech.kth.se
# Code:        nek5000, spectral-element, 11th order space, 3rd order time
# Domain size: Lx = [0 105.4], Ly = [0 1.0;4.0], Lz = [0 3.33;4.0]
# Elements:    Kx = 365, Ky = 10, Kz = 35 --> K_tot = 127 750
# Grid points: Nx = 4380, Ny = 120, Nz = 420 --> N_tot = 220 752 000
# 
# 
# x/H y/H z/B U/Ubulk V/Ubulk W/Ubulk k/Ubulk^2 uu/Ubulk^2 vv/Ubulk^2 ww/Ubulk^2 uv/Ubulk^2 uw/Ubulk^2 vw/Ubulk^2
0.0249382 0.9554200 1.6762573 0.9571277 0.0732182 -0.0009698 0.0223826 0.0132341 0.0031525 0.0059960 0.0029327 0.0000540 0.0000830 
0.0249382 0.9650576 1.6762573 0.9344038 0.0724405 -0.0010756 0.0235613 0.0145340 0.0029957 0.0060316 0.0031311 -0.0000001 0.0000623 
0.0249382 0.9750662 1.6762573 0.9020330 0.0711735 -0.0009806 0.0255686 0.0167927 0.0027680 0.0060080 0.0034232 -0.0002339 0.0000235 
0.0249382 0.9847038 1.6762573 0.8574191 0.0691575 -0.0008769 0.0282198 0.0200084 0.0024618 0.0057496 0.0037817 -0.0004672 0.0000144 
0.0249382 0.9932554 1.6762573 0.7988244 0.0659761 -0.0008256 0.0309620 0.0235597 0.0020817 0.0053206 0.0041584 -0.0003340 0.0000349 
0.0249382 1.0000864 1.6762573 0.7311977 0.0617949 -0.0006517 0.0328691 0.0263645 0.0017009 0.0048037 0.0043826 -0.0000825 0.0000657 
0.0249382 1.0046902 1.6762573 0.6705361 0.0577085 -0.0003772 0.0334317 0.0277015 0.0014291 0.0043010 0.0044148 0.0000172 0.0000835 
0.0249382 1.0067095 1.6762573 0.6392025 0.0554973 -0.0002995 0.0332966 0.0279474 0.0013066 0.0040426 0.0043617 0.0000670 0.0000870 
0.0249382 1.0067095 1.6762573 0.6392025 0.0554973 -0.0002995 0.0332966 0.0279474 0.0013066 0.0040426 0.0043617 0.0000670 0.0000870 
0.0249382 1.0074053 1.6762573 0.6276423 0.0546647 -0.0002793 0.0331782 0.0279660 0.0012641 0.0039482 0.0043325 0.0000836 0.0000872 
0.0249382 1.0089917 1.6762573 0.5997284 0.0526230 -0.0002472 0.0327343 0.0278425 0.0011659 0.0037259 0.0042386 0.0001189 0.0000854 
0.0249382 1.0113457 1.6762573 0.5541148 0.0491902 -0.0002307 0.0315550 0.0271584 0.0010167 0.0033799 0.0040216 0.0001587 0.0000763 
0.0249382 1.0142926 1.6762573 0.4895215 0.0441473 -0.0002366 0.0290066 0.0252596 0.0008237 0.0029233 0.0036006 0.0001785 0.0000573 
0.0249382 1.0176136 1.6762573 0.4067323 0.0374089 -0.0002366 0.0243999 0.0214117 0.0005978 0.0023903 0.0029066 0.0001589 0.0000348 
0.0249382 1.0210626 1.6762573 0.3109527 0.0292601 -0.0002200 0.0176299 0.0154477 0.0003644 0.0018177 0.0019788 0.0000983 0.0000171 
0.0249382 1.0243838 1.6762573 0.2130103 0.0205517 -0.0002059 0.0101302 0.0087376 0.0001707 0.0012220 0.0010513 0.0000296 0.0000060 
0.0249382 1.0273305 1.6762573 0.1261859 0.0124836 -0.0001746 0.0042470 0.0035434 0.0000556 0.0006480 0.0004010 -0.0000038 0.0000008 
0.0249382 1.0296845 1.6762573 0.0599521 0.0060639 -0.0001082 0.0011176 0.0008903 0.0000112 0.0002160 0.0000959 -0.0000049 -0.0000003 
0.0249382 1.0312710 1.6762573 0.0177911 0.0018303 -0.0000377 0.0001112 0.0000848 0.0000009 0.0000254 0.0000089 -0.0000007 -0.0000001 
0.0249382 1.0319668 1.6762573 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 
